,Node_0,Node_1,Node_2,Node_3,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,13.878,0.964,1.442,21.777,0.15067668,0.24282575,0.036588177
Pareto solution 1,11.6966252078101,5.23962493550323,5.478625205485628,15.64612508310455,0.15067667,0.24282573,0.036588173
Pareto solution 2,12.787312741390917,3.1018123002580182,3.4603127052316154,18.711562390969632,0.15067664,0.24282575,0.036588166
