,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.461,0.111,9.776,0.105,0.151,0.198,0.221,0.23,0.422,0.003,0.13,0.054,0.184,6.916,0.31,0.019,0.06,0.365,11.957,39.748,0.15411048,0.26058465,0.040158823
Pareto solution 1,-1.094025265323296,-1.6190249917876258,12.878475451103668,-1.6280248219723603,-1.5590250536277495,-1.4885253135856829,-1.4540254294133774,-1.4405251490054525,-1.1525252317857166,-1.7810246107669627,-1.5905255295359666,-1.7045249839350731,-1.5095249173500633,8.5884750564951,-1.3205252726856997,-1.7570250636076707,-1.6955251537503386,-1.2380246888023407,16.149975263299325,57.8364833765645,0.15411049,0.26058465,0.04015883
Pareto solution 2,0.46099982163664066,0.1109999816966365,9.776000321551734,0.1050000949068135,0.1509999404698874,0.19799981175883374,0.2209997345403707,0.2299998991818697,0.4219998216979093,0.0030002134132942615,0.1299996677919779,0.05399998693167163,0.1840000536187958,6.915999991588002,0.3099998167283715,0.01899995611372418,0.05999987372149462,0.3650001613897089,11.957000107160368,39.74800520384417,0.15411049,0.26058465,0.04015883
Pareto solution 3,1.238512365116609,0.9760124684387677,8.224762756775768,0.9715125533464004,1.0060124375187058,1.041262374431092,1.0585123165172448,1.0652624232755308,1.2092623484397222,0.8950126255034228,0.9902622664559502,0.933262472365044,1.0307625391032254,6.079762459134454,1.1252623614354071,0.9070124659744216,0.9377623874574113,1.1665125864857337,9.86051252909089,30.703766117484008,0.15411048,0.26058468,0.04015883
Pareto solution 4,-0.3165127218433277,-0.7540125050454947,11.327237886327701,-0.7615123635327734,-0.704012556578931,-0.6452627509134246,-0.6165128474365034,-0.6052626249117914,-0.3652627050439037,-0.8890121986768342,-0.7302629308719943,-0.8252624985017007,-0.6627624318656338,7.752237524041551,-0.5052627279786641,-0.8690125537469733,-0.817762640014422,-0.4365122637063159,14.053487685229847,48.79224429020434,0.15411049,0.26058465,0.04015883
