,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.767,257.864,5.241,2.654,89.116,0.636,2.912,2.512,241.513,2.852,3.26,68.387,2.944,185.364,60.538,63.071,3.6,6.258,0.19819409,0.25773662,0.051081873
Pareto solution 1,14.457039374407941,207.27980913107058,17.812542239366678,15.872290976390786,80.71878994886856,14.358793581445582,16.065789259043697,15.765789629498784,195.0165369771339,16.020791355922313,16.326790582167632,65.17204225648055,16.089790738739794,152.90479431435142,59.28528973363158,61.18504078062998,16.581791071433372,18.57529022425024,0.19819409,0.25773662,0.051081873
