,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,Node_130,Node_131,Node_132,Node_133,Node_134,Node_135,Node_136,Node_137,Node_138,Node_139,Node_140,Node_141,Node_142,Node_143,Node_144,Node_145,Node_146,Node_147,Node_148,Node_149,Node_150,Node_151,Node_152,Node_153,Node_154,Node_155,Node_156,Node_157,Node_158,Node_159,Node_160,Node_161,Node_162,Node_163,Node_164,Node_165,Node_166,Node_167,Node_168,Node_169,Node_170,Node_171,Node_172,Node_173,Node_174,Node_175,Node_176,Node_177,Node_178,Node_179,Node_180,Node_181,Node_182,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.807,142.912,139.269,81.198,3.061,17.81,4.157,7.044,10.05,2.59,3.197,92.057,51.845,89.193,38.762,68.741,87.148,2.722,51.758,117.133,3.304,121.07,52.278,57.715,175.179,2.606,5.015,80.745,193.058,14.623,2.539,8.18,13.125,5.122,44.305,4.682,35.183,37.489,6.265,14.0,2673.338,58.449,3.038,2.477,2.334,3.1,2581.594,9.363,16.275,25.314,2565.262,9.105,3.338,3.563,26.5,8.454,4.068,14.807,28.647,36.657,219.194,222.87,393.099,21.265,391.883,370.79,5.687,4.681,6.305,4.515,22.938,3.827,30.328,1249.579,608.582,55516.438,1471.267,17.563,23.309,383.832,29.465,185.236,132.587,34.008,22.11,37.516,547.144,2901.709,27.978,33.744,17.166,30.445,55875.242,40.567,26.441,180.506,32.743,3475.071,20.808,29.642,18.81,13.555,136.059,28.473,20.367,20.094,22.994,52.529,98.785,56.764,38.471,12.475,1197.87,16.566,25.854,40.747,3671.511,31.37,28.393,32.592,59087.539,127.765,88.345,13.021,29.432,17.162,107.279,59278.629,3816.975,352.031,29.67,31.352,41.658,19.303,21.451,27.428,73.278,14922.704,19.134,30.094,191.1,360.879,3894.383,348.962,32.463,237.203,38.218,220.514,34.922,27.304,38.584,58.971,734.362,30.057,24.395,486.419,35.217,214.576,34.364,34.809,613.237,14.169,4263.758,72774.969,94.686,120.347,39.882,4335.447,1054.958,36.916,80237.508,144.902,15542.326,1181.255,16270.105,26.936,5508.952,16593.482,49.639,47.24,316.184,36.492,145.605,0.23000798,0.45427352,0.10448653
Pareto solution 1,2.8068314753472805,142.91208503465168,139.2690381007851,81.19801965357692,3.0610619801445864,17.81011136617235,4.15695478284033,7.043977691711916,10.049976320471615,2.590008183789905,3.197052786610584,92.0567621580376,51.84491712821182,89.19303216666958,38.761874183703185,68.7409846908231,87.14806121416768,2.721885928614938,51.758066584508924,117.13297330297064,3.3039923892756633,121.06999590570194,52.27808746208393,57.71507870219648,175.1788371310904,2.605940885725431,5.01480955498846,80.74502003305679,193.058099607435,14.622921548281738,2.5390062194419443,8.18004861233203,13.12498779402813,5.122138816124789,44.304852527995536,4.681824743613106,35.183034306821355,37.48907643506027,6.264920521527529,14.00011742506831,2673.337889849837,58.44893548971595,3.0379855395694904,2.4770938178990036,2.333959272793436,3.1000711226552085,2581.5939866523977,9.36300843565914,16.275030170992977,25.313981023948145,2565.2619578448043,9.104881346149341,3.3378926762743504,3.562855500342266,26.499928228888166,8.454151699163049,4.068069356009801,14.806926937482785,28.646903110085987,36.65711230355737,219.19413849878038,222.87021981193175,393.09914717118954,21.264780076882744,391.88297978703486,370.7901173075261,5.686970417893463,4.68087224512783,6.304882162523427,4.514877736375638,22.937930257041444,3.826957353077887,30.327889755055367,1249.579074346595,608.5820135874674,55516.43438651913,1471.2669488498177,17.562851418471837,23.309188189370616,383.83207293101077,29.46501271816669,185.23605216019132,132.58678497733126,34.0081274252334,22.110122482565203,37.51609275573355,547.144129471737,2901.708984857788,27.97816258265084,33.74398227711208,17.166092503968684,30.44500377335862,55875.24021955952,40.566858813301224,26.44083002741536,180.50611786385343,32.742992959858384,3475.0710250565517,20.808230234735674,29.64209084565664,18.809975003397994,13.55495426935886,136.05916150079065,28.47281236420895,20.366963663738716,20.094029552321444,22.993824599972868,52.52889763141138,98.78495168571317,56.76396566926269,38.47092919183706,12.474994168598641,1197.869966464088,16.565975162859104,25.854047665099642,40.74701091317547,3671.5109572674846,31.370226165647182,28.392932377602847,32.59197865455644,59087.538936611265,127.76493457716424,88.34509203784546,13.021078868361656,29.43197833888189,17.16219591925619,107.27915999586185,59278.62745091191,3816.9751404864946,352.031092593872,29.669843187886727,31.351998808269855,41.65811900972767,19.302936264914024,21.45086364459712,27.428138002789638,73.27808133927829,14922.702580357756,19.13395437454892,30.09400808153441,191.099979198636,360.8788510236009,3894.3830255125267,348.96188270199855,32.46291510980154,237.20320054143667,38.21804084399628,220.5138251501303,34.92209301724142,27.303923541232507,38.58406003465643,58.97099125041859,734.3621228820775,30.056860640608647,24.39494987181388,486.4188441091501,35.217151070748514,214.57599288830534,34.363972200255375,34.80896217442205,613.2371334573254,14.168926133890636,4263.757889984001,72774.97264997906,94.68609093125633,120.34678978306329,39.88201240238777,4335.446735979815,1054.9579163456037,36.91597541462397,80237.5080298509,144.90207084732174,15542.326744082704,1181.254929250019,16270.106591266114,26.93608594437319,5508.952319114389,16593.48225155892,49.63884404554119,47.24010649653064,316.18411516820925,36.49202699790476,145.60497143406974,0.23000796,0.45427346,0.10448651
