,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,32.467,67.851,442.825,11.724,133.715,479.076,144.326,6.532,0.14609705,0.25318015,0.036988873
Pareto solution 1,-0.619881788490602,43.610124992947476,512.3276326100288,-26.548621857839635,125.94011942606858,557.6413190496437,139.20387983822988,-33.0386211276458,0.14609703,0.2531801,0.036988858
Pareto solution 2,98.64074662542407,116.3327493379993,303.81974920588345,88.26924741873609,149.26474711124774,321.94523331857454,154.5702516734808,85.67324930028781,0.14609703,0.2531801,0.036988858
Pareto solution 3,65.55387048745251,92.09187455631536,373.32237700726523,49.99662432654418,141.48987121618802,400.5105952289309,149.44812772839717,46.10262582430994,0.14609703,0.2531801,0.036988858
