,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.74,67.775,2.311,5.345,0.219,0.998,3.284,2.269,0.295,4.751,0.288,11.715,0.154797,0.2593538,0.04014719
Pareto solution 1,-1.1581248785414076,82.63562274962129,0.8056251468068751,4.598124820096402,-1.809375383879221,-0.8356247827057217,2.0218749600064783,0.7531253313730133,-1.714374601212235,3.8556247097798817,-1.7231245930422716,12.56062507768559,0.15479694,0.25935376,0.04014717
Pareto solution 2,4.536249669709235,38.05374945292465,5.321749761176363,6.838749630492174,4.27574963022974,4.665249952026954,5.8082497677840195,5.300749835002819,4.313749780640904,6.541749667693381,4.310249702581075,10.023749774191757,0.15479693,0.2593538,0.04014717
