,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.2,4.065,26.536,2.658,0.332,2.949,23.613,4.178,4.958,2.131,1.529,0.622,6.514,8.041,22.27,2.818,1.084,1.607,0.19303757,0.2669215,0.051525876
Pareto solution 1,1.1096529658083156,3.440902710974459,31.52965123630949,1.6821523865563748,-1.2253472419685139,2.045902557743375,27.875902917129338,3.582152501316031,4.557152928966303,1.023402948930709,0.27090250867519217,-0.862846427995251,6.502152559937017,8.41090319641789,26.197152645649354,1.8821528064232709,-0.2853471571573323,0.36840243037847387,0.19303754,0.2669215,0.05152587
