,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,Node_130,Node_131,Node_132,Node_133,Node_134,Node_135,Node_136,Node_137,Node_138,Node_139,Node_140,Node_141,Node_142,Node_143,Node_144,Node_145,Node_146,Node_147,Node_148,Node_149,Node_150,Node_151,Node_152,Node_153,Node_154,Node_155,Node_156,Node_157,Node_158,Node_159,Node_160,Node_161,Node_162,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,9.473,18.419,243.921,83.16,4.725,35.19,4.097,29.914,46.862,15.138,4.199,4.895,261.533,39.545,269.648,356.961,64.608,78.49,38.815,2.67,166.606,9.916,324.348,69.662,2.883,6.14,9.444,6.18,77.713,3.384,8.922,83.628,15.753,3.271,4.138,85.086,364.927,87.824,7.04,2.847,531.049,95.005,46.038,4.227,2.979,313.268,93.687,533.093,5.341,1.837,442.086,2.0,4.47,45.848,2.518,9.45,2.607,4.566,140.223,5.396,137.037,1.052,2.498,140.618,6.235,32.71,22.937,24.563,4.453,6.383,522.168,0.94,3.951,90.1,106.729,2.454,4.957,1.276,17.376,618.173,0.341,0.743,733.953,0.566,5.758,23.804,28.772,2.966,0.779,719.686,901.668,9.721,19.86,4.369,0.389,899.572,9.128,86.557,0.415,26.896,175.545,9.63,16.991,4.87,0.665,15.964,61.63,3.165,0.375,3.999,9.768,154.093,12.916,2.73,0.676,5.361,85.962,4.301,3.337,788.081,1.497,0.367,19.038,128.99,0.465,9.634,846.928,2.137,41.395,54.853,1.149,3.479,1.321,144.455,13.761,0.344,47.686,1025.993,14.212,50.688,39.767,16.034,994.215,2.667,3.826,3.806,15.439,1.456,30.839,23.67,29.082,5.978,5.115,7.52,10.459,5.299,10.856,2.067,7.469,1.407,1.262,3.102,2743.979,0.18750285,0.4427514,0.08301715
Pareto solution 1,60.54624922289622,65.01924754535912,177.77025496781607,97.38975102800362,58.172247572843844,73.4047475145644,57.85824769255487,70.76675085323313,79.24074915008305,63.37874947612954,57.909246728824655,58.25724887354863,186.57623972366673,75.58224851742989,190.6337502580791,234.290242140597,88.11375080811808,95.05474864098107,75.21724742067977,57.14474954764228,139.11275001465128,60.76774794420544,217.98374505237007,90.64075174717118,57.25125189552955,58.87975019151918,60.531750950358855,58.89975126704667,94.66624835166795,57.50175152229622,60.27074716162451,97.623748786374,63.68624802578597,57.44524968303631,57.87875021209493,98.35274918194477,238.2732424551241,99.72174802123777,59.32975040878273,57.23324787528691,321.33425133728997,103.31224848540364,78.82874966820691,57.92324791773217,57.29924662810663,212.4437479976632,102.6532480388442,322.35625528026685,58.48025192689556,56.72825015080116,276.8527488822292,56.80975006418339,58.04474998216938,78.73375000992974,57.06874807686745,60.534746533286125,57.11325014288741,58.09274907512918,125.92125365519178,58.50775286069802,124.32825105471807,56.33575030043994,57.058749719295065,126.1187473795427,58.92724784046641,72.16475059798358,67.27825282198955,68.09124617976158,58.03625159625199,59.00125225595639,316.8937596679898,56.2797499051926,57.78524616509003,100.85974904547038,109.17424781278271,57.03675158848273,58.28825119467365,56.44775109093462,64.49775013266844,364.89623628477784,55.98025265782371,56.18124885959287,422.7862469867905,56.09275053194824,58.688752347322406,67.71174899066546,70.19574565516223,57.2927496578568,56.199248519452794,415.65273062625783,506.64376698005435,60.67024978663085,65.73974846491683,57.99425238991216,56.00424784392089,505.5957402730164,60.37374812218923,99.08824872795674,56.017250505185984,69.25775320601315,143.58224912998298,60.624749192968466,64.30524795643396,58.24475201667883,56.14224959656303,63.7917474856481,86.62474987604287,57.39224923109896,55.997249429658496,57.80925007195265,60.69374788909818,132.8562505113391,62.26775012187818,57.17475334112487,56.147752399553156,58.49025028446795,98.7907485358727,57.96025012547716,57.47824905944617,449.8502355578421,56.5582519097743,55.99324659832337,65.32875187106583,120.30475259560183,56.04224857930831,60.62675060863603,479.2737493083223,56.87825167668325,76.50724702607931,83.23625068186266,56.38425083741231,57.549249171243446,56.47025066575952,128.03725036972412,62.69024940533927,55.981752629478706,79.65275081215054,568.806255084477,62.9157465976009,81.15374933727435,75.69324860009078,63.826752638108246,552.9172646414991,57.143249575987284,57.722748799592864,57.71275044202048,63.5292524460242,56.53774939023424,71.22924792736649,67.64474734982059,70.35074854002187,58.7987473617668,58.367248248375745,59.569745873581724,61.03925153452474,58.45925232372565,61.23774923699648,56.84325088460582,59.54425071582955,56.51324839974177,56.4407483162895,57.36074982634409,1427.7992784832604,0.18750279,0.44275135,0.08301711
