,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.472,119.048,10.182,0.302,8.596,0.72,0.0,4.701,1.873,0.453,0.292,11.716,11.226,0.462,27.341,0.341,2.211,0.212,0.861,0.853,0.685,0.443,0.581,6.666,0.19,0.786,2.978,1.02,10.222,4.213,10.678,2.105,2.846,0.244,2.98,3.144,1.232,9.389,0.256,0.371,5.987,0.193,1.765,0.151,4.023,5.333,9.358,25.619,0.808,1.227,95.359,0.107,873.543,103.75,0.17940727,0.26878405,0.04822181
Pareto solution 1,0.4719988858316242,119.0479998853931,10.181999648051345,0.30199884145994815,8.59599949991761,0.7200003683108775,-7.05709226167528e-07,4.701001363086476,1.8729992072017865,0.452998393521284,0.29200105408236254,11.71600009274512,11.22600018637354,0.4619988832215256,27.34099960210711,0.3409988959439829,2.210999827078922,0.21200014710856863,0.8610003608086174,0.8529998270647354,0.6849988085127734,0.443001049190201,0.5809998446793543,6.666001211401095,0.19000111606865744,0.7859992336166215,2.977999717140932,1.0200008896603379,10.222000101538242,4.212998488825349,10.678001283870344,2.104999622193276,2.8460002143434338,0.2439987377120758,2.979998742960646,3.1440012668266775,1.2319995272456197,9.389000460077483,0.2559999813744014,0.3710006759602891,5.987000103777746,0.19300009784473104,1.7649995334499238,0.1509988463521097,4.022998439233476,5.333000553342401,9.35799916715132,25.618999473164585,0.8080004798890457,1.226999304417319,95.35900517723496,0.10699945513277953,873.5430282368325,103.74999934822699,0.17940727,0.268784,0.0482218
Pareto solution 2,13.107425514624424,72.39542468526565,17.962425674211033,13.022425270915335,17.169425600144166,13.231425369771046,12.871425275807496,15.221926088682096,13.807925453786254,13.097924825422751,13.01742593418004,18.729425564273043,18.48442572184888,13.102425291796123,26.541925443560867,13.041925519680603,13.97692554220157,12.977425923739645,13.301925587543167,13.297925763717728,13.213925032918496,13.092926374780461,13.161925551001787,16.204426012839406,12.966425965173187,13.26442524547042,14.360425708755827,13.381425851969027,17.98242567943123,14.977925316121286,18.21042627059728,13.923925661281999,14.294425957357078,12.993425219041399,14.361425221665684,14.443426040552197,13.48742561380817,17.5659256371776,12.999425840872561,13.056926188165505,15.864925680550982,12.967926120630977,13.75392517386382,12.946924830314913,14.882924626755596,15.537925462286807,17.55042521223777,25.680925366975053,13.275426090129884,13.484925059347518,60.550927331186585,12.924925799275002,449.64293974707834,64.7464253027756,0.17940727,0.268784,0.0482218
