,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.765,6.708,79.549,0.919,212.433,3.636,157.937,18.617,31.386,23.175,6.411,7.179,6.117,97.92,1.898,86.172,6.018,8.486,2.8,3.206,15.146,2.885,1.448,35.888,59.608,76.453,38.023,1.123,7.3,38.037,56.682,1.854,43.264,1.935,3.627,1.546,1.856,4.575,5.57,1.662,5.475,5.355,2.439,47.825,3.857,17.386,7.836,2.032,0.18289737,0.2733376,0.04999273
Pareto solution 1,14.445196502054273,16.416697343475846,52.83719880054832,13.522198111883654,119.27919826897141,14.880697689960584,92.03119454178568,22.371197620031523,28.755697352341116,24.650197019182514,16.26819718695441,16.652196631088998,16.121197986301922,62.02269584685405,14.011697422851853,56.14869410469214,16.07169709991615,17.30569742521851,14.462697434762163,14.6656974928394,20.635697219058045,14.505197197274015,13.786697944072671,31.00669757409767,42.86669745516974,51.28919838233014,32.07419659582422,13.624196791121335,16.712697853484713,32.08119709403917,41.403696561975266,13.989698002149908,34.69469724074537,14.030196907275808,14.876197950648589,13.83569705196453,13.990697805183913,15.35019718629485,15.847697424170974,13.89369814111626,15.800197395171153,15.740197325610382,14.282197324562844,36.975197282935824,14.991197823282164,21.75569716193135,16.98069762195172,14.078696739309635,0.18289736,0.27333748,0.049992703
