,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2215.683,7.55,30.935,8.153,7.303,79.283,7.478,56.508,9.307,8.674,284.094,11.882,86.787,9.39,11.721,10.556,1134.368,13.506,17.256,12.526,130.269,11.074,1109.532,36.65,10.704,978.62,14.274,965.633,232.604,67.233,376.1,81.218,5.33,11.755,12.2,58.992,48.798,162.073,8.991,5.999,7.19,7.712,23.419,7.842,8.007,93.59,7.024,32.144,7.962,18.817,46.416,84.883,8.517,7.138,244.863,93.521,53.177,10.399,13.886,11.831,7.916,76.064,13.613,6.976,78.834,29.475,11.899,146.476,9.56,12.662,161.611,193.354,279.739,9.109,12.753,343.38,219.683,9.269,113.332,12.275,9.591,8.37,287.348,1001.435,1032.279,843.217,821.532,1066.424,9.261,312.026,11.324,1100.761,13.162,9.917,460.233,11.067,1131.718,1170.837,17.644,389.18,411.811,10.356,12.732,10.654,12.857,547.305,547.305,88.736,309.116,14.048,211.955,136.918,380.312,13.556,746.803,19.234,20.801,418.667,4.154,7.657,61.971,200.914,279.046,144.213,6.59,134.044,9.729,116.176,8.92,236.499,0.15750727,0.32218948,0.050747186
Pareto solution 1,2215.6830986794776,7.550001499440896,30.93499654017137,8.153005711240894,7.302994924363247,79.28300382319935,7.478001152986053,56.50800181811496,9.306997579406016,8.673999337706391,284.0939941470864,11.88200312761046,86.78700120660142,9.389988224777426,11.720985028605355,10.555997620560902,1134.368017551251,13.50599929550799,17.255986767748254,12.525996909189416,130.26899206300664,11.07399865728803,1109.5319335656586,36.64999390448861,10.703986686134158,978.619958171781,14.2740047380139,965.6330411167055,232.60400544745625,67.23299795859498,376.1000113311966,81.21800920345117,5.330013527921892,11.75501459983343,12.199982820441164,58.99200852984427,48.7980031523025,162.07299828006109,8.990988488574658,5.998985738035117,7.190010249092211,7.712010140408438,23.41899735203924,7.8420017398493655,8.007013452480805,93.5900014769195,7.023992271610041,32.143997553509735,7.961998823298927,18.8169970451454,46.41600391933457,84.88300136206271,8.516995816178678,7.137993693657336,244.86300583932973,93.5209963406844,53.17700049357882,10.399004580958717,13.886005782653228,11.831003318951844,7.91600413408014,76.06400449341595,13.613014514190581,6.976011257503615,78.83400006126317,29.475005820054548,11.899010051780351,146.47599725787984,9.559989333960402,12.662010374846432,161.61099299974757,193.35400399136157,279.7390135176771,9.108988765211052,12.753009211321569,343.3800099509426,219.68299874010353,9.268984876477134,113.33200199000055,12.275001961448197,9.590989628710759,8.36999729256786,287.3479965569313,1001.4350011323841,1032.2790313369624,843.2170122671696,821.5319523243088,1066.4239456735522,9.261002890187228,312.02600000314783,11.32401354499234,1100.7609937050784,13.161998222552938,9.916987994570718,460.2330031515098,11.066996731035033,1131.7179561753,1170.836963452155,17.644011927922747,389.1799869211136,411.81100919713936,10.3560024814783,12.731987709674286,10.654008865214564,12.856989912563677,547.3049906249653,547.3049906249653,88.73599733695232,309.11599997649864,14.04801442362077,211.9550019530384,136.91799843466436,380.3120106349538,13.555992839315877,746.8029719797541,19.233994247480496,20.801000186279907,418.66698511907816,4.153999134221522,7.657000995235194,61.97101369272855,200.91400130756944,279.0459905294389,144.2129953947142,6.589998627030582,134.04400775292743,9.728999901180941,116.17600126231923,8.920004888896074,236.49899463649416,0.15750723,0.3221894,0.050747156
Pareto solution 2,2720.1467076227764,-40.01967302395428,-10.788429878161537,-39.265917759204285,-40.328433863282726,49.64657922562344,-40.10967607750422,21.177826719267955,-37.823429234238574,-38.614675726122414,305.66031680292207,-34.60467360922371,59.02657529975568,-37.719692237765,-34.8059449227394,-36.26218049303566,1368.5028404896048,-32.574675778870414,-27.887192748810776,-33.79968007200932,113.37906321514185,-35.61467788688606,1337.45774598954,-3.644683172764985,-36.077192850828396,1173.8177715062302,-31.61467028597872,1157.5841304283485,241.2978307646043,34.584070584627284,420.66783795549964,52.06533595093822,-42.79465798835304,-34.763406648463615,-34.20719899318533,24.28283510892959,11.540326421641339,153.13407147780018,-38.21844059777777,-41.9584440359522,-40.46966208689014,-39.817162222744855,-20.183430828687733,-39.65467403368439,-39.448408082654396,67.53032563765328,-40.67718586898354,-9.277179921729271,-39.504677679372435,-25.935929902064345,8.562829345792466,56.6465754940823,-38.810931438272746,-40.534684091424424,256.6215807631059,67.44406856223907,17.014074408477427,-36.4584204822977,-32.09966898017956,-34.66842205980629,-39.56217104089592,45.62283006339419,-32.44090806575787,-40.737160826375884,49.08532452320321,-12.613419588548254,-34.583413643770655,133.63782069141388,-37.50718954104559,-33.629663239938054,152.55656520496845,192.23532880117835,300.2165903610401,-38.07094156222297,-33.515916004584824,379.7678362301822,225.1465723804134,-37.87094642314037,92.20782660656477,-34.113422446445156,-37.46844048284834,-38.99467959278627,309.72781948766806,1202.336575206984,1240.8916129627069,1004.5640917459473,977.4577641968899,1283.5727558834442,-37.88092259576206,340.57532314031835,-35.30215927725567,1326.4940711638146,-33.00467843030492,-37.060939905042005,525.8340790411319,-35.6234302947023,1365.190269010629,1414.0890176247722,-27.40215998835197,437.0178074428959,465.3065852879281,-36.51217441688891,-33.54219157140324,-36.13966512697789,-33.38594012803219,634.6740620727105,634.6740620727105,61.462819807573965,336.9378237621272,-31.89715817897013,215.4865762328019,121.69032150727418,425.9328383954369,-32.51218515935125,884.0465440071594,-25.414682088904783,-23.45592466540552,473.8765551903516,-44.26467729071919,-39.88592365421141,28.006591562534936,201.6853254259657,299.35031162574234,130.80906803489665,-41.21967792470787,118.09783348266319,-37.29592633201992,95.7628247142826,-38.307170097376,246.1665672509017,0.15750724,0.32218933,0.050747152
