,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,359.467,10.301,5.591,21.861,50.755,32.874,196.552,5.827,10.469,6.438,4.41,937.269,930.822,4.451,9.341,2.932,27.892,5.746,933.399,778.104,14.158,3.363,3.236,781.656,0.17814946,0.28116962,0.050090216
Pareto solution 1,323.10977382412716,61.23526430446418,57.70277876487398,69.90526407263928,91.57577531298045,78.16502188169125,200.92352257509788,57.879767593050246,61.361262635945195,58.33803126422936,56.81702825541379,756.4612685515931,751.6260440127371,56.84776878876164,60.51527569087625,55.70853333478226,74.4285224988198,57.81902029583307,753.5587668909329,637.0875271926911,64.12803509285254,56.03177564343696,55.9365178453038,639.7515356230542,0.17814943,0.2811694,0.05009017
