,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.849,65.066,2.056,15.552,1.366,21.212,10.013,5.301,2.107,2.295,1.263,0.553,0.852,0.829,5.009,1.853,15.932,0.906,5.713,79.073,0.14043514,0.26506788,0.037224844
Pareto solution 1,-4.671499629773734,91.65400508615312,-2.8610003541914466,17.382999932748135,-3.895999315968311,25.872999812763624,9.074499074545713,2.0064994056825753,-2.7845004200487438,-2.502499509651102,-4.050500753230608,-5.1154985605508045,-4.666999928072983,-4.701500977932028,1.568499242968187,-3.165501024400328,17.95299989595236,-4.585999040922047,2.624499523848101,112.66449877565174,0.14043514,0.26506785,0.03722484
Pareto solution 2,0.849000256982805,65.06600350520966,2.055999878313287,15.552000095675247,1.3660004661864207,21.21200004175448,10.012999510505846,5.300999770367113,2.106999886546234,2.2950003892023716,1.2629997165628026,0.5530009697980915,0.8520002666678863,0.8289993582106092,5.008999661890854,1.8529994836451777,15.932000045075824,0.9060007538262198,5.712999797006319,79.07299929820874,0.14043517,0.26506782,0.037224844
Pareto solution 3,6.369500143739344,38.47800192426621,6.97300011081802,13.72100025860236,6.628000248341152,16.551000270745334,10.95149994646598,8.595500135051651,6.998500193141211,7.092500288055845,6.576500186356213,6.221500500146988,6.371000461408755,6.3594996943532465,8.449500080813522,6.871499991690683,13.91100019419929,6.398000548574487,8.801500070164536,45.48149982076575,0.14043514,0.26506785,0.03722484
