,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.617,25.469,8.21,18.797,3.718,192.982,39.172,178.923,48.144,4.096,2722.245,3.52,26.371,2.4,3.003,30.961,3.471,52.608,125.289,2.415,11.379,3.147,38.359,518.031,49.125,32.068,39359.98,32.362,85.86,43.239,14.318,47.872,15.013,20.151,30.977,36.711,39778.707,17.563,410.256,251.145,82.374,2087.098,40279.371,205.468,49.941,52.598,324.198,545.98,504.764,58.175,19.605,9709.137,24.656,19.798,5002.881,39.829,43.834,5667.919,239.232,64.428,74.851,112.729,1997.333,818.471,31.273,45.297,0.17364983,0.33897546,0.058863033
Pareto solution 1,2.6169620857108384,25.469018347190286,8.21000780077884,18.79704807067901,3.7178991884939023,192.9819156494923,39.172104363424296,178.92315657093422,48.144106177729554,4.09589482795127,2722.2451141542842,3.5200963522293023,26.37116049916949,2.3999990374068148,3.0028946414822713,30.96099239357136,3.470862668218615,52.607939525645634,125.28894852136727,2.4150667769717984,11.378821639169473,3.147061285468226,38.358880477026105,518.0310374508954,49.12499742126238,32.06819221938349,39359.9803071894,32.36204414448002,85.86002246637509,43.2390918956371,14.318270997515356,47.871956758179294,15.012937196472194,20.150912373814208,30.9770522476756,36.710978227318265,39778.70522482693,17.562857583841833,410.2559918615734,251.1449715528761,82.37404201121535,2087.0978932665444,40279.37086649088,205.46798716185003,49.94082560832612,52.59801838025305,324.1979924972402,545.979927139917,504.7641407925621,58.175066248375515,19.60493934142869,9709.136852232317,24.656104496585613,19.798091640790517,5002.88087471293,39.82919422420673,43.83386456192238,5667.918999119473,239.23197020125735,64.42799214636761,74.85114749581408,112.72908849015221,1997.3330013178274,818.4709441274754,31.27288840185065,45.2972335073282,0.17364985,0.33897543,0.058863033
