,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.153,17.834,0.0,0.0,2.782,0.01,0.0,0.515,1.871,30.757,0.003,0.0,0.002,0.745,36.117,0.354,0.0,35.621,0.216,3.021,4.562,20.569,7.189,120.775,0.0,13.862,99.343,6.264,0.08,0.341,0.121,11.971,9.485,8.858,0.243,26.755,1.099,0.003,0.882,0.131,0.012,1.023,3.303,52.533,1.502,0.716,1.22,0.0,0.0,0.021,14.4,0.0,1.233,0.001,0.194,0.277,0.33,18.326,2.682,4.968,0.17054576,0.28990167,0.0494415
Pareto solution 1,4.787124244570123,13.627623897122021,4.71062431673522,4.71062431673522,6.101624174286826,4.715624476413041,4.71062431673522,4.968124478489926,5.6461243320925405,20.089123612478488,4.712124429131791,4.71062431673522,4.71162428417756,5.083124281486334,22.76912342380183,4.887624358419544,4.71062431673522,22.52112246905017,4.818624025169129,6.221124314472945,6.99162405868708,14.995124358545581,8.305124262811034,65.0981251231351,4.71062431673522,11.641624385877094,54.382127037475584,7.842624245437719,4.7506243042932965,4.881124086345153,4.771124443026565,10.696124051164134,9.45312404579904,9.139624120135366,4.832124391806019,18.088124589598465,5.260124323170658,4.712124429131791,5.151624147316397,4.776123957772143,4.716624121389259,5.22212394803114,6.362124238368551,30.977124482339605,5.461624050891487,5.068623947407104,5.320624449462002,4.71062431673522,4.71062431673522,4.721124136112849,11.910624011985647,4.71062431673522,5.32712407660415,4.711124461689451,4.807624383303391,4.849124483258038,4.875624104179224,13.873624272056759,6.051624189839231,7.194624221270601,0.17054571,0.28990152,0.04944146
