,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.0,0.138,0.0,0.03,0.631,3.977,0.307,0.257,0.297,0.77,1.26,0.09,668.24,0.503,1.194,0.245,0.92,0.056,0.17,0.453,0.0,1.229,666.727,0.061,665.951,3.446,0.148,1.126,0.049,0.079,1.202,2.494,1.311,0.238,0.188,0.781,0.756,0.078,0.14718506,0.2647896,0.038973074
Pareto solution 1,-26.650019218498528,-26.443024834825337,-26.650019218498528,-26.605030682836514,-25.703519756064907,-20.684524397106543,-26.189531945595263,-26.264521762537242,-26.204524554480486,-25.49502075700002,-24.760029524414676,-26.515021484493445,975.7099441733008,-25.89552688535605,-24.859023579082532,-26.28252895670903,-25.27002988816139,-26.566028481722242,-26.39502706837993,-25.970527411304374,-26.650019218498528,-24.80652802997156,973.4404915483319,-26.558521468273284,972.2764653944832,-21.481028162146686,-26.428021516933768,-24.96102686453378,-26.576523307941898,-26.53152941777671,-24.847018782968007,-22.909020613432403,-24.683524383074655,-26.293023782928685,-26.368029663380185,-25.478528887226275,-25.51602647294885,-26.53302332416206,0.14718506,0.26478964,0.038973078
Pareto solution 2,-13.325008100498906,-13.152512780771247,-13.325008100498906,-13.287517207905296,-12.536258325366589,-8.353762192901286,-12.941268260204254,-13.003759997426869,-12.953762324046238,-12.362509382583482,-11.750016465658064,-13.212509988828003,821.9749616157715,-12.69626426644254,-11.832511288110311,-13.018765992570025,-12.175016768780324,-13.255015373643403,-13.112514642066742,-12.758764704732812,-13.325008100498906,-11.7887649971845,820.0837510949641,-13.248759975311202,819.1137293000902,-9.01751510733044,-13.140010015861606,-11.91751402598635,-13.263761285264081,-13.226266376793092,-11.822507737556805,-10.207509262943802,-11.686262404312345,-13.027511904190703,-13.090016358358355,-12.34876571156343,-12.380013922769876,-13.227511298780882,0.14718506,0.26478964,0.038973078
Pareto solution 3,3.0175007168509183e-06,0.13799927328284411,3.0175007168509183e-06,0.029996267025921952,0.6310031053317289,3.9770000113039714,0.3069954251867557,0.257001767683505,0.29699990638800955,0.7700019918330554,1.259996593098549,0.09000150683743868,668.2399790582422,0.5029983524709678,1.19400100286191,0.24499697156898037,0.9199963506007407,0.05599773443543654,0.16999778424644774,0.4529980018387505,3.0175007168509183e-06,1.228998035602558,666.7270106415963,0.06100151765087958,665.9509932056972,3.4459979474858073,0.1480014852105569,1.125998812561079,0.049000737413734896,0.07899666419052664,1.2020033078543975,2.4940020875448,1.3109995744499656,0.23799997454727873,0.18799694666347477,0.7809974640994142,0.7559986274090988,0.078000726600294,0.14718507,0.2647896,0.038973078
