,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,222.894,18.051,72.653,9.375,11.444,121.313,12.319,148.839,6.701,39635.109,15.175,193.126,0.14502731,0.264427,0.038349137
Pareto solution 1,1010.2329865014362,856.6008413808122,897.5523684194341,850.0938601069502,851.6455464915598,934.0471605201783,852.3016986367147,954.6917379053775,848.088174603221,30569.395286562853,854.4437549506729,987.9070727050566,0.1450274,0.264427,0.038349163
