,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,7.439,0.294,8.614,14.69,0.809,1.183,1.384,1.668,0.367,1.781,12.708,15.697,11.01,13.392,13.789,17.458,1.343,7.219,2.443,1.445,0.558,1.275,0.516,4.935,14.368,3.455,2.425,3.603,1.415,3.538,2.895,17.298,4.491,4.043,1.634,33.581,0.17538935,0.32174012,0.056429792
Pareto solution 1,7.209548703783577,1.8507988679406964,8.090798865815447,12.64779847077125,2.237048479349525,2.517548553720097,2.6682983213233555,2.881299035979353,1.90554864828772,2.9660485791368387,11.161298603135648,13.403048682844613,9.887798917111219,11.674298758248675,11.972048483017332,14.723798901471724,2.6375485111381494,7.044548522463583,3.4625484915727327,2.7140485459586188,2.048798741710776,2.586548754446916,2.0172983511059996,5.331548613267405,12.406298461185656,4.221548620692921,3.449048598308025,4.332548462702146,2.6915484573283592,4.283798714873939,3.8015486364685316,14.60379910396712,4.998548820717318,4.6625487853637715,2.8557983847187387,26.816049564194287,0.17538938,0.3217401,0.056429796
Pareto solution 2,7.668451552068914,-1.2627980499587608,9.137201839890192,16.732201145946874,-0.6190489819012868,-0.15154878687769013,0.09970082579440742,0.4547022301056671,-1.1715485581923417,0.5959513265561895,14.254701224408919,17.990951641547767,12.132201960919467,15.109701554003273,15.605951308502299,20.192202148071573,0.04845107107975366,7.393451240984844,1.4234511806160128,0.17595112911386934,-0.9327984735598918,-0.03654831018770466,-0.9852991245678524,4.538451418976788,16.329701129970886,2.6884514668889707,1.4009513585081663,2.8734510969620466,0.13845105246941358,2.7922015527846895,1.9884513510363675,19.99220234341861,3.983451729190321,3.423451705804066,0.4122008603807359,40.34595325260918,0.17538944,0.32174,0.0564298
Pareto solution 3,6.980097279640908,3.407597326890425,7.567597378778075,10.605597133183437,3.665097209974931,3.8520972240189906,3.9525970690878296,4.094597438916196,3.444097251527751,4.151097205427163,9.614597292499013,11.109097203493036,8.765597395207095,9.956597360371376,10.155097070274849,11.9895972781718,3.932097231167347,6.870097163202953,4.482097147051093,3.9830972543809935,3.53959734934611,3.8980972867642265,3.5185970889429257,5.728097210412713,10.444597126793042,4.988097197594897,4.473097218207954,5.062097145572196,3.968097159757832,5.029597295918563,4.708097279184614,11.909597484241374,5.506097366480816,5.282097325143624,4.07759714688774,20.051097719986842,0.1753894,0.32174003,0.05642979
