,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,156.665,0.079,0.779,10.852,11.411,4.644,168.338,40.545,6.696,2.358,53.364,10.415,0.441,1.578,2.064,6.042,16.097,191.093,3.082,4.377,11.306,0.573,0.17210716,0.2745905,0.047258988
Pareto solution 1,187.84488419811578,-7.887602423876842,-7.012604783492492,5.578648201414012,6.277395436455052,-2.181350544004843,202.43614259161131,42.69489495497265,0.3836463202593876,-5.03885237566567,58.71864512680429,5.0323991856522525,-7.435103201070291,-6.0138539817386345,-5.406353375367871,-0.433853087551185,12.13489662344881,230.8798929140254,-4.13385136686702,-2.5151029340117503,6.1461460253560745,-7.270102403491677,0.17210713,0.27459043,0.047258973
