,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,13.689,20.222,661.353,12.168,1736.955,22.713,18.528,20.976,33.571,8.228,746.921,88.307,9.44,17.788,7.288,14.897,9.399,7.278,116.816,42.13,0.1594119,0.29370192,0.046819583
Pareto solution 1,-27.997089748796498,-19.830838958295544,781.5829454682535,-29.898339231758655,2126.0854660380464,-16.717087520647283,-21.948334256176167,-18.888331849212364,-3.1445824882953275,-34.82334238162298,888.5429369184903,65.27541578828209,-33.30831831725072,-22.873342608001167,-35.99833057042042,-26.48707365333462,-33.35959249740813,-36.01084129250853,100.91166407849641,7.554173339676026,0.15941194,0.29370195,0.046819597
