,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,Node_130,Node_131,Node_132,Node_133,Node_134,Node_135,Node_136,Node_137,Node_138,Node_139,Node_140,Node_141,Node_142,Node_143,Node_144,Node_145,Node_146,Node_147,Node_148,Node_149,Node_150,Node_151,Node_152,Node_153,Node_154,Node_155,Node_156,Node_157,Node_158,Node_159,Node_160,Node_161,Node_162,Node_163,Node_164,Node_165,Node_166,Node_167,Node_168,Node_169,Node_170,Node_171,Node_172,Node_173,Node_174,Node_175,Node_176,Node_177,Node_178,Node_179,Node_180,Node_181,Node_182,Node_183,Node_184,Node_185,Node_186,Node_187,Node_188,Node_189,Node_190,Node_191,Node_192,Node_193,Node_194,Node_195,Node_196,Node_197,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,6.462,6.533,82.158,7.633,8.636,8.11,7.791,7.564,7.054,8.45,436.626,7.495,1059.146,6.601,7.397,33.309,36.299,59.305,49.066,454.954,1139.14,138.765,8.121,7.591,162.242,7.862,45.583,8.094,50.246,9.778,6.393,7.37,175.763,7.231,21.249,10.504,12.421,38.28,491.632,63.503,6.926,241.872,101.217,491.632,261.82,112.994,130.031,162.917,8.525,441.566,323.724,56.172,7.431,10.691,9.648,141.315,1221.131,10.965,1222.0,287.795,109.718,725.812,8.345,305.403,220.167,212.033,7.43,6.272,41.059,50.993,10.097,157.273,737.862,13.892,771.256,7.708,46.974,20.659,59.697,1089.892,6.779,9.271,1135.523,1209.736,139.092,6.11,6.942,6.702,1224.667,1224.667,11.307,91.294,60.113,11.298,46.728,30.95,10.057,8.621,1200.313,1887.602,1197.284,782.332,1021.691,1004.089,10.022,392.213,9.771,1029.442,1063.62,9.946,337.563,34.969,9.345,13.045,10.156,613.571,192.305,235.973,269.437,1800.688,222.479,249.739,10.426,10.082,10.654,588.93,10.313,1439.725,48.524,78.18,760.635,341.528,93.503,11.738,15.0,109.5,172.742,124.051,18.899,16.137,442.455,11.228,719.937,10.819,11.828,307.64,91.842,12.325,233.9,143.189,11.491,13.618,27.736,173.44,653.48,13.901,13.407,72.497,13.208,135.47,17.686,601.376,606.104,35.179,13.35,16.198,17.423,181.26,75.038,16.159,12.285,82.539,11.062,1140.947,13.732,18.539,580.567,68.214,11.254,11.084,17.963,93.568,13.081,16.517,100.402,13.637,12.023,20.863,52.653,43.919,366.531,13.485,1144.307,14.097,18.908,102.438,13.768,14.05,0.1811828,0.29217762,0.05293756
Pareto solution 1,119.33936005085616,119.3748547525147,157.1873455732316,119.92485121144,120.42634814884605,120.16334909412308,120.003851492369,119.89035072711704,119.63535112222053,120.33334883072075,334.4213560519984,119.85585024279408,645.6813887004027,119.40885241427713,119.80685932649976,132.76284825992752,134.25785401020858,145.76085144662238,140.6413578327938,343.58535435640533,685.6783635658358,185.4908532449365,120.16885728671787,119.90385836953828,197.22935448424118,120.039357621813,138.89985475000321,120.15534964429662,141.2313515408514,120.99734887745853,119.3048595665332,119.79335168407852,203.98985237852276,119.72385932065754,126.73285155295889,121.36035248279768,122.3188579887892,135.24835731550593,361.9243444948379,147.85984994215733,119.57135552360887,237.0443497227248,166.71685588188757,361.9243444948379,247.01835588911717,172.60535374921164,181.12385359155087,197.56685698631213,120.37085482262137,336.8913576026989,277.97035283577543,144.19435347046374,119.82385244348825,121.4538546234835,120.93234763372584,186.7658541263654,726.673852614178,121.5908509156543,727.1083827287512,260.0058597979148,170.96735211938994,479.01436003385606,120.28084958428826,268.8098600045603,226.191856118413,222.1248551179075,119.82334962092773,119.24434944248878,136.637850322576,141.6048515671414,121.15685790699808,194.74485107378382,485.0393627985759,123.05435026140458,501.736363010059,119.96235720334062,139.5953497734863,126.4378546989301,145.95684939515604,661.0543656877526,119.4978520074892,120.74384631245812,683.8698479490704,720.9763701809243,185.6543505716038,119.16334929910317,119.57935497343533,119.45935179825301,728.4418681592506,728.4418681592506,121.76185629737301,161.75535711602424,146.16485794621485,121.75735374989927,139.4723525185118,131.5833522385874,121.13685928243194,120.41885152158011,716.2648770777087,1059.9093567254095,714.750375525422,507.27431355820227,626.9538081449718,618.1528591570459,121.11935191509747,312.21486047818325,120.99385197510583,630.8293815968937,647.9183548498731,121.0813545284218,284.88984836619693,133.59284831834975,120.78084948179821,122.63084795980649,121.18635302128678,422.8938426594277,212.2608492432314,234.09485632832946,250.8268582396637,1016.4523226876117,227.3478544701245,240.9778520476488,121.32134945100097,121.14934985194668,121.43535303881345,410.5733528757846,121.26485047965525,835.9708384156183,140.37035361435164,155.1983509405959,496.4258711038383,286.87235773058046,162.85984686745587,121.97736147569776,123.60835787302858,170.85835390161174,202.47935626504204,178.13385351877423,125.55785807909251,124.17684448883847,337.33584131841326,121.72235044301578,476.07684777972645,121.51785022209515,122.02235266707885,269.9283602209737,162.0293554142586,122.270849862045,233.0583495798415,187.70284968316287,121.85384997037727,122.91735396923377,129.97635419073595,202.82835511929215,442.8483445458842,123.05885280887833,122.81185265380827,152.3568549399547,122.71235092575262,183.84335226844587,124.95135122103602,416.79634202370926,419.16035086420925,133.6978582390002,122.78335175685515,124.20735667603367,124.81985169367454,206.73834906103866,153.6273504169635,124.18784944624258,122.25085123747886,157.37785247084867,121.63935043717356,686.5818899959486,122.97434433535454,125.37785903021177,406.39185760692817,150.21534508248487,121.73535526287651,121.65035539457767,125.08985598088839,162.89234748932222,122.64884672191602,124.36685427778775,166.30935819383512,122.92685045895632,122.11985453267789,126.53985911200289,142.43485162556362,138.06785482912437,299.3738579221181,122.85085568560498,688.2618658817883,123.15685749703789,125.56236062656626,167.32735675096455,122.99235452524954,123.13335054233357,0.18118282,0.29217756,0.052937552
