,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.585,0.12,0.274,0.132,0.921,0.0,0.11,0.098,0.108,0.0,0.0,0.117,1.154,1.26,0.4,0.715,0.841,4.011,1.436,2.11,1.052,1.731,0.16903184,0.25796956,0.04360507
Pareto solution 1,0.6339204281572688,0.2851704612976014,0.4006704346676373,0.2941704616465559,0.8859204500256347,0.19517045089511953,0.27767047828914704,0.2686704502884467,0.27617043329690105,0.19517045089511953,0.19517045089511953,0.28292040417863706,1.0606704809964462,1.1401704184059818,0.4951704590704693,0.7314204284811414,0.8259204632533781,3.2034204932191077,1.2721704511757275,1.777670349798953,0.9841704883997373,1.4934204130918722,0.16903184,0.25796956,0.04360507
Pareto solution 2,0.6828408840496101,0.4503408992302287,0.5273408906941679,0.45634091328873794,0.8508408974763646,0.3903408969038651,0.4453409105579258,0.43934089649941654,0.44434088517171944,0.3903408969038651,0.3903408969038651,0.44884087497679204,0.9673409169714162,1.0203408798530642,0.5903409000497861,0.747840881961213,0.8108409051427041,2.3958409435543544,1.1083409016995613,1.4453408295064207,0.9163409219069436,1.2558408717017002,0.16903175,0.2579696,0.043605052
