,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,30.055,7.673,15.322,4.68,9.116,10.551,5.309,47.815,853.035,1909.367,31.273,218.25,2043.146,5.986,1374.01,8.421,0.18141606,0.25378668,0.046040982
Pareto solution 1,-65.15015187738754,-93.12763170160906,-83.56638280808238,-96.86887764741186,-91.3239039401924,-89.53015588398557,-96.08266399634886,-42.950157298485465,963.574805861117,2283.9899764144975,-63.627623101310746,170.09360860410516,2451.213534553779,-95.23640058784349,1614.7936394687222,-92.19265806976182,0.18141606,0.2537867,0.046040986
Pareto solution 2,125.26012860012997,108.47364070559706,114.21038588350257,106.22889313811538,109.55587736244706,110.63212619617116,106.70062132875319,138.58012950568173,742.4951032432327,1534.744188942419,126.17364586577605,266.40638696813085,1635.078357091672,107.2083752156459,1133.2263950913748,109.03462488470541,0.18141608,0.25378668,0.046040986
