,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.382,2.261,110.643,3.821,1.507,2.733,116.821,91.068,0.385,0.438,9.563,4.099,0.16882159,0.24775916,0.041827094
Pareto solution 1,-12.29037307924591,-10.971875134191578,151.60112147024483,-8.631873752305182,-12.10287203777807,-10.26387277187041,160.8681266533058,122.2386315353433,-13.785874975885235,-13.706375115084484,-0.018874374437473307,-8.21487255462307,0.16882159,0.2477592,0.0418271
Pareto solution 2,15.054373982129619,15.49387374528169,69.68487306156112,16.273874205910488,15.116873881151605,15.729874084588118,72.77387299671227,59.8973746240581,14.55587379805047,14.58237330351676,19.144873326332117,16.41287460513786,0.16882159,0.2477592,0.0418271
Pareto solution 3,-5.454186313902028,-4.355437914323261,131.1220593680739,-2.4054367627512647,-5.297935558045651,-3.765436057755778,138.84456323915742,106.653317307522,-6.700437782401309,-6.634188010434173,4.772062550754924,-2.0579357646828385,0.16882159,0.2477592,0.0418271
Pareto solution 4,1.3820004514418542,2.260999305545056,110.64299726590298,3.821000226802653,1.5070009216867675,2.733000656358854,116.82099982500904,91.0680030797007,0.38499941108261737,0.4379990942161385,9.562999475947322,4.099001025257394,0.16882159,0.2477592,0.0418271
Pareto solution 5,8.218187216785736,8.877436525413373,90.16393516373205,10.04743721635657,8.311937401419186,9.231437370473486,94.79743641086066,75.4826888518794,7.470436604566544,7.51018619886645,14.35393640113972,10.255937815197626,0.16882159,0.2477592,0.0418271
