,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,19.869,133.918,60.695,547.687,14.691,16.272,14.468,236.584,252.473,18.004,14.434,13.587,126.048,16.169,13.186,16.382,9.296,9.729,0.16634822,0.29480737,0.049040683
Pareto solution 1,-12.793493576365108,158.27999213150542,48.44550092409145,778.9334807333798,-20.560503097377477,-18.188994053494753,-20.89499473651449,312.2790077129448,336.1125305210262,-15.591002852889687,-20.94600481224552,-22.216508770216933,146.47499664086718,-18.343499445646557,-22.817997205871507,-18.02399322540714,-28.65300816958188,-28.003500293167235,0.16634822,0.29480734,0.049040675
Pareto solution 2,36.20025333388776,121.73699719544936,66.81975058411604,432.06374854977093,32.316748573381574,33.502503095322936,32.149503761439405,198.73650397854271,210.65326336733074,34.8014981918123,32.12399771594755,31.488745736961846,115.83449793869073,33.425250399247034,31.18800051150822,33.58500350936674,28.27049704490571,28.595250983113033,0.16634822,0.29480734,0.049040675
Pareto solution 3,3.5377553937191806,146.09899381948674,54.57025081076631,663.3102366721769,-2.9347525404577937,-0.9584950038888564,-3.2134952371965255,274.4315064681441,294.2927748031277,1.2064974953443084,-3.256003969514495,-4.314757267824007,136.26149707347503,-1.0872494973486937,-4.815997966744931,-0.8209943138158451,-9.67850643141935,-9.13724986774048,0.16634822,0.29480734,0.049040675
