,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,19.293,516.212,19.234,22.522,332.103,32.251,75.52,672.192,716.196,177.654,0.17528825,0.2897457,0.050789014
Pareto solution 1,-40.46317525096356,580.6855579976111,-40.53693499067049,-36.42692660045418,350.54931873953853,-24.2656546530377,29.82057451598689,775.6605757184002,830.6655589442817,157.48809295458898,0.17528829,0.28974563,0.050789017
Pareto solution 2,19.292998989366424,516.2119831995046,19.23398960511986,22.521997113533416,332.10299298740733,32.25101307898558,75.51999641420525,672.1919997648574,716.1959847530816,177.65401156320718,0.17528829,0.28974563,0.050789017
