,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,190.573,1173.13,77.141,20.982,29.396,17.291,195.334,43.935,17.421,91.811,0.206,56.418,0.253,0.876,2.05,2.887,0.316,0.321,0.746,0.763,0.402,3.007,0.32,0.38,5.622,0.496,8.609,6.387,5.297,5.297,9.653,0.059,0.1853487,0.3280605,0.06080559
Pareto solution 1,126.02679370959368,617.3053155631133,69.31079480811314,41.23129645125664,45.438294833826944,39.38579582816385,128.40729614403108,52.70779583629496,39.450794817587166,76.64579319040888,30.843297020966475,58.949295048265355,30.866794099755907,31.178294992697374,31.765296301811304,32.18379725079103,30.898296048082102,30.900794890294037,31.113294472120742,31.121795435331933,30.941296957812483,32.24379396233053,30.900295734312976,30.930297152389358,33.55129477588571,30.98829417769798,35.04479703197853,33.93379524809643,33.38879653675076,33.38879653675076,35.5667947582092,30.769795537178652,0.18534867,0.32806033,0.060805548
