,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,38.335,43.46,75.681,23.558,31.595,41.514,137.52,302.743,31.538,288.746,21.585,30.347,30.893,229.088,39.318,337.183,32.249,285.844,25.482,110.441,576.898,28.105,610.026,23.774,20.561,18.78,63.032,70.611,3.206,5.641,22.121,5.676,3.533,3.43,1.02,84.601,301.404,19.27,0.959,0.806,25.377,4.525,5.547,6.715,0.85,0.928,5.141,205.306,2.518,0.409,3.559,0.819,2.028,0.393,0.25,59.402,0.353,3.046,1.741,0.425,0.349,1.708,0.341,2.722,2.799,0.802,5.553,5.819,85.526,0.636,17.96,8.625,7.628,66.515,2.742,0.706,0.603,0.163,0.114,1.419,0.132,0.793,5.224,5.016,0.218,3.561,61.119,0.91,0.213,0.113,0.18476024,0.28702572,0.05303094
Pareto solution 1,35.03004127835864,41.43629024355391,81.71254021591784,16.55879560474824,26.60504143584572,39.003792095670065,159.01129865726693,365.54004202453643,26.533791124850893,348.0437959605065,14.092542047922052,25.045042143308677,25.727543412009993,273.47130165199815,36.258792620085956,408.5900355011654,27.422543021459347,344.4162852180125,18.963794496827916,125.16254540979617,708.2338686150515,22.242540949735854,749.6437953814348,16.828790443155413,12.812541312229087,10.586289652668484,65.90129449295303,75.37504135653535,-8.881204735585015,-5.8374622533289084,14.76254198024435,-5.793709749283892,-8.472456840486927,-8.601208662491274,-11.613705565519638,92.86253965188166,363.86627910139805,11.198790764710793,-11.689956700836944,-11.881205476714229,18.832542366151927,-7.232458145831515,-5.954960202560528,-4.494957112511997,-11.826209448856218,-11.728703206079615,-6.462457043520033,243.74376910382375,-9.741206187157502,-12.377453412401678,-8.439963590673699,-11.86496133555795,-10.353709782950148,-12.397455467816428,-12.576208495752951,61.36379309774766,-12.447456259790215,-9.081207075563384,-10.712457300032838,-12.3574563244876,-12.452462258592561,-10.753709495406213,-12.46245811182007,-9.486207819321123,-9.389959596089739,-11.886211475516575,-5.947454309044929,-5.614957135305758,94.0187916666639,-12.09370936005081,9.561292666270958,-2.10745996717543,-3.3537119172602843,70.25504110449302,-9.461204732604699,-12.006204351960776,-12.134961555424184,-12.68496322984322,-12.74620754563,-11.114962702619607,-12.72370973508589,-11.89745996683024,-6.358707894273721,-6.618712260912446,-12.61621302054084,-8.437457900542995,63.51004046825396,-11.751205984124397,-12.622455927010549,-12.747460183716157,0.18476024,0.28702572,0.05303094
