,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99,Node_100,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_125,Node_126,Node_127,Node_128,Node_129,Node_130,Node_131,Node_132,Node_133,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,47.195,423.701,46.791,864.14,960.984,94.831,379.378,8.602,35.117,103.617,140.647,89.894,25.639,312.351,9.483,24.713,83.86,95.067,5.619,7.007,441.539,3.019,7.685,615.863,5.192,135.223,589.188,542.874,4.206,101.043,546.892,522.861,7.332,141.852,274.296,22.612,280.767,287.53,292.445,3.415,777.309,5.249,4.13,180.645,3.35,6.064,8.357,179.107,7.552,8.603,13.563,94.825,31.315,47.426,10.01,8.658,10.268,4.331,2.346,1.946,1.716,6.705,4311.597,2.928,23.043,28.906,18.52,13.561,11.453,59.951,33.264,10.882,2.357,28.158,8.315,4493.376,60.324,4.207,19.91,49.106,30.227,12.267,14.907,40.332,5.463,4560.293,5.168,9.669,43.892,26.466,237.87,250.967,11.304,108.54,29.095,5.933,77.159,9.846,7.74,156.366,69.381,440.821,7.969,18.55,20.678,16.581,628.7,16.684,654.791,246.98,29.054,158.409,180.386,10.493,173.649,43.23,29.255,204.365,16.057,10.379,232.336,291.098,259.214,9.29,74.449,362.551,39.856,669.46,13.58,7448.403,100.971,15203.355,12.144,18.29,0.18321688,0.3567489,0.06536242
Pareto solution 1,-125.22507297803531,439.53388884529704,-125.83114159360412,1100.1924065574713,1245.4584210828762,-53.77111434296239,373.049391091703,-183.11462984228274,-143.34208145807497,-40.59208090681932,14.952905342070153,-61.17657394881826,-157.55909663662896,272.5089237233551,-181.7931053044449,-158.94806650397368,-70.22758687264286,-53.41712029805058,-187.58912959956797,-185.50710730729043,466.2909094015413,-191.48907593355398,-184.490120037226,727.7768863490928,-188.22962539238506,6.81686627905583,687.7643810091395,618.293437177068,-189.70858498907182,-44.453091183590004,624.3204476355022,588.273936675927,-185.0195846608549,16.760402598854853,215.42639766383218,-162.09958573093172,225.13290075473924,235.27739926369395,242.6499111685407,-190.89507796539692,969.9459408772527,-188.1440975755104,-189.82262207823806,74.949940883409,-190.99258249468403,-186.92158052694867,-183.482103559596,72.64289730027667,-184.6895910082676,-183.11312688229373,-175.6730991966906,-53.78013210289646,-149.04511010387796,-124.87859373306856,-181.00259531772463,-183.03060498539708,-180.61558312055422,-189.52109073044267,-192.498595371173,-193.0986051792861,-193.44358146426384,-185.96010884147836,6271.377947581466,-191.62561045505572,-161.45307809815858,-152.6585546899587,-168.2375803910545,-175.67610511666862,-178.8380980960501,-106.0911241954309,-146.12157112025307,-179.6945974197879,-192.48210977879353,-153.78060825675493,-183.5450869766355,6544.046451747883,-105.53160037202179,-189.7070820290828,-166.1525991462986,-122.35859950649319,-150.67708981444594,-177.6170840074774,-173.65706624143058,-135.51959742276813,-187.8230747153575,6644.421634614002,-188.26560249712202,-181.51407138898503,-130.17958058181102,-156.31859103569877,160.78739099956874,180.43290978843288,-179.06161642691586,-33.2075688058103,-152.37505886203144,-187.1180925455119,-80.27910147415241,-181.24856411342626,-184.40759814032936,38.53138861717889,-91.94611019385047,465.21393289254047,-184.06407784784096,-168.19263249388314,-165.00058031472145,-171.1460897747893,747.0324105045584,-170.99161366841872,786.1689250084164,174.45239715465868,-152.43663325408124,41.59592403477291,74.56142572624958,-180.27807466802187,64.45589850013494,-131.17256745955092,-152.13510190628585,110.5299119270203,-171.93204391404288,-180.44908333427156,152.48640207776043,240.6293928170635,192.8033742342377,-182.08256600482855,-84.34409160193172,347.80889826093335,-136.2335973525478,808.1724471175403,-175.64764281187672,10976.58732353989,-44.561069465300534,22609.015188330784,-177.80157234612852,-168.58255667603225,0.18321683,0.35674873,0.06536237
