,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,8.231,9.914,7.748,8.793,350.774,8.721,256.304,4.069,72.682,63.575,78.677,174.332,83.455,3.027,1.402,111.588,60.763,39.809,89.077,6.483,1.938,51.616,3.093,60.204,5.632,15.551,23.533,10.054,1.825,3.808,4.399,47.396,4.012,4.604,3.234,4.337,1.025,4.088,7.915,3.467,5.983,2.495,3.527,14.024,2.936,34.908,14.383,4.324,16.529,2.56,3.658,1.997,2.299,178.486,2.677,35.95,123.4,3.663,0.1825265,0.32519186,0.05935613
Pareto solution 1,22.692687523409177,23.534188017826864,22.4511889612113,22.973688574410403,193.9641686203504,22.93768904279034,146.72918376597772,20.61168944044539,54.918187415320745,50.36468879564711,57.91569037311433,105.7431940562883,60.304689642721996,20.090688590411446,19.278189504088914,74.37118865953653,48.95868826061837,38.481687583224414,63.11568958962562,21.818688506844296,19.546188614207722,44.38518908960981,20.123688647990775,48.67918792049272,21.393188767785887,26.35268762368753,30.343688935985426,23.604188730180113,19.48968943045861,20.481186999438023,20.77668778063162,42.27518862469566,20.58318859392716,20.879188962842477,20.19418992192095,20.74568996936,19.089690090022486,20.62118842414452,22.53468925445827,20.310688325036836,21.568688188680312,19.824687831179517,20.34068890857543,25.58918903601227,20.045188127381834,36.031188992033904,25.76868808024608,20.739188511991188,26.84168856544079,19.857189274892335,20.40618846215716,19.57568863616939,19.726688781595385,107.82018569892625,19.915686809528324,36.55218886821264,80.27718810453052,20.408687374620968,0.1825265,0.32519165,0.059356093
