,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.845,3.656,10.114,29.861,4.015,14451.783,0.13343093,0.24194871,0.03228344
Pareto solution 1,2.8450011001550592,3.655979742819909,10.114054821991886,29.861128132070007,4.01503347929247,14451.782327506779,0.13343091,0.24194872,0.03228344
Pareto solution 2,606.395164399335,607.0033983813337,611.8469346408056,626.6572396233641,607.272668633781,11443.098239403931,0.13343091,0.24194872,0.03228344
