,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,801.216,152.079,675.591,877.454,262.689,3627.531,17.417,925.286,42.318,10.517,39434.355,39.612,35.607,417.004,13.2,20.626,325.715,58.253,82.756,57.071,1147.614,2431.021,71.592,66.956,35.954,17.626,43.597,552.427,1511.628,251.043,24.882,2612.599,707.778,35.423,18.255,17.047,4720.119,375.531,44.861,1764.968,258.646,45.001,18.626,25.791,431.54,358.285,697.339,29.937,490.931,46.59,40.824,132.422,40539.723,2829.235,21.204,22.277,612.866,17.532,107.317,1402.642,182.555,42.101,20.211,748.109,18.35,10799.223,3258.131,49.009,41.423,17.632,34.782,92.133,0.1654555,0.25827032,0.042732246
Pareto solution 1,314.6045342096186,-659.1009270615177,126.16705093262135,428.9614909387892,-493.1859947487537,4554.076918964798,-861.0937463913579,500.70959238412615,-823.7425128793111,-871.4438642440946,58264.31815939769,-827.8016385441297,-833.8090496055083,-261.7133945991809,-867.4195435153088,-856.2803819422843,-398.64708724981756,-799.8398275481886,-763.0854195869761,-801.6129017326748,834.201590460536,2759.3121401387616,-779.8313399463659,-786.7852079614531,-833.2883598522458,-860.7805019670632,-821.8238907805062,-58.57893381640315,1380.2226629129364,-510.65490855209646,-849.8964447547332,3031.6793535948964,174.44762762490427,-834.0847205193131,-859.8370113431301,-861.6488455700164,6192.95909053419,-323.92306489602197,-819.9280105433136,1760.2326043599674,-499.25035934182233,-819.7179943952069,-859.280527877243,-848.5329218345869,-239.90948646189645,-349.79183360235766,158.78906488356006,-842.314110337873,-150.82289084568038,-817.3344495429192,-825.9834761470556,-688.5864427854831,59922.36835846584,3356.633166923115,-855.4134226265596,-853.804089845682,32.07981658083736,-860.9215015090595,-726.2439992856816,1216.7435322953388,-613.3868188910128,-824.0680181333446,-856.9027179291879,234.94414359872462,-859.6944297585869,15311.614629219985,3999.9771956852637,-813.7058372061874,-825.0848759803921,-860.7714052224183,-835.0466023878544,-749.0198748127441,0.16545549,0.25827032,0.042732242
Pareto solution 2,801.2159786373632,152.07897973719082,675.5909733064218,877.4539415503386,262.68894285217175,3627.5309100472878,17.417100183964067,925.2860091805633,42.31795548454829,10.517021615472913,39434.35812351585,39.61187170800258,35.60693100041681,417.00401785835857,13.199918580939993,20.626026296289638,325.7148976644057,58.25307903862995,82.75600119982846,57.0709966230861,1147.6140078981698,2431.021032777182,71.59207077317842,66.95614228351042,35.95404102298198,17.62592980016052,43.59703688375157,552.4269834737388,1511.62805619977,251.04300855641486,24.88196794171381,2612.599175081272,707.7780244346104,35.42311743199389,18.25494002905907,17.04705054446822,4720.119007947273,375.53092080674105,44.860940562270116,1764.9680172932044,258.64603312345935,45.00095132767456,18.625929006317165,25.790999701421242,431.53997309615806,358.28505028310246,697.3389908468525,29.936890512173704,490.9310121208873,46.58996474958985,40.82396349310875,132.42197749435218,40539.72492289462,2829.2350588732224,21.204015653049282,22.27688769402448,612.8661504052325,17.531946585106198,107.31696454696794,1402.6419670614205,182.55507657027556,42.10091902263957,20.21113563835388,748.109035083824,18.350010898364417,10799.222700404469,3258.131094527598,49.00905612035422,41.42301379127457,17.63201077620033,34.78189581218612,92.13301456970657,0.16545549,0.25827032,0.042732242
Pareto solution 3,557.9102564234909,-253.51097366216345,400.8790121195216,653.2077162445639,-115.24852594829099,4090.803914506043,-421.8383231036969,712.9978007823447,-390.7122786973814,-430.46342131431084,48849.33814145677,-394.09488341806355,-399.10105930254576,77.64531162958883,-427.1098124671844,-417.8271778229973,-36.46609479270592,-370.79337425477934,-340.1647091935738,-372.27095255479435,990.9077991793529,2595.166586457972,-354.11963458659375,-359.91453283897135,-398.6671594146319,-421.5772860834513,-389.1134269483773,246.92402482866783,1445.9253595563532,-129.8059499978408,-412.5072384065097,2822.139264338084,441.11282602975734,-399.3308015436596,-420.79103565703554,-422.3008975127741,5456.539049240731,25.80392795535954,-387.53353499052173,1762.6003108265859,-120.30216310918149,-387.3585215337662,-420.3272994354629,-411.3709610665828,95.81524331713081,4.246608340372404,428.0640278652063,-406.18860991284964,170.05406063760347,-385.37224239666466,-392.57975632697344,-278.08223264556545,50231.04664068023,3092.9341128981687,-417.10470348675517,-415.7636010758288,322.4729834930349,-421.6947774619766,-309.46351736935685,1309.6927496783796,-215.41587116036862,-390.9835495553525,-418.345791145417,491.5265893412743,-420.67220943011125,13055.418664812227,3629.054145106431,-382.3483905429166,-391.83093109455876,-421.56969722310896,-400.1323532878341,-328.44343012151876,0.16545549,0.25827032,0.042732242
