,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,31.785,670.806,7.621,778.47,32.373,5.646,40.801,7.938,52.03,8.313,2.358,740.622,83.181,62.759,0.15250398,0.2609182,0.039791066
Pareto solution 1,-42.490467614959925,916.04109264625,-78.73646861885209,1077.5369802454952,-41.60844167051255,-81.69894701923477,-28.966477030182432,-78.2609730092372,-12.122964768641395,-77.69844487470982,-86.63096216665872,1020.7650688861613,34.60353831144312,3.970532922736311,0.15250398,0.2609182,0.039791066
Pareto solution 2,-5.352735972264782,793.4235613775927,-35.55773680884158,928.0034705781145,-4.617715068846337,-38.02646952611485,5.917256540193648,-35.16148975054148,19.95351604119014,-34.69271773901073,-42.136480715059406,880.6935415775188,58.892268607927235,33.3647648342926,0.15250398,0.2609182,0.039791066
