,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2.824,10.081,284.216,4490.439,10.631,9.449,4480.301,9.95,9.217,134.279,10.153,71.406,64.246,8.058,10.13,6.972,551.285,26.797,0.15741663,0.248259,0.039080095
Pareto solution 1,284.4796179841396,288.1081260038063,425.1756320088516,2528.287053973225,288.3831220352986,287.79212015453777,2523.2180164667225,288.042638904808,287.6761227336956,350.2071129249289,288.1441366480449,318.77062949955507,315.1906196862419,287.09661272903395,288.13262402848704,286.5536112116188,558.7101134309211,296.4661218551246,0.15741655,0.24825893,0.039080065
