,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,681.828,65.924,158.735,0.0,0.02,0.001,0.011,0.143,0.354,0.245,0.17845199,0.2627006,0.04687944
Pareto solution 1,386.2770540719066,78.325050585177,124.73055004324124,45.36304764158194,45.37304542086167,45.36354677428426,45.368550201494145,45.43454764492708,45.540046147916655,45.48554993196376,0.17845194,0.2627005,0.046879414
