,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,4.058,5.702,2.926,61.534,689.237,2.694,5.428,0.766,5.635,3.195,71.625,99.262,4.969,110.514,16.014,1.906,12.685,5.76,2.209,1.924,2.844,27.048,4.083,2.976,84.281,18.413,2.132,0.347,2.484,1.098,101.454,0.721,3.813,4.897,1.33,1.009,1.81,3.023,2.389,9.184,58.777,2.097,0.575,0.264,0.624,0.48,31.514,37.766,59.413,7.155,30.534,8.528,18.845,2.363,28.773,170.034,1.981,68.313,29.373,9.503,34.012,377.285,15.345,1.219,1.006,242.301,808.805,2.333,192.355,1.316,8.26,2.657,0.157,0.872,1.007,23.381,3.147,6.783,3.552,14.93,14.29,12.508,3.343,32.386,1773.041,57.465,1778.117,92.391,6.033,3320.444,35.477,45.101,196.993,150.771,1083.296,1239.143,49.782,108.465,0.24602282,0.38757402,0.09535205
Pareto solution 1,-29.85111292026704,-27.796120953269565,-31.26613216956048,41.99388566022458,826.6226554546411,-31.55611511140978,-28.138630745364026,-33.96610577195861,-27.87987005715695,-30.929866828194463,54.607631886244576,89.15388178498836,-28.712373883644204,103.21888344055833,-14.906127072543995,-32.54112378536661,-19.06735891313224,-27.72362521780724,-32.16236111662329,-32.518628735991115,-31.368636330943218,-1.113616383407134,-29.81987897915019,-31.203620876706736,70.42763057530681,-11.907366520625146,-32.25862082727758,-34.48987159910121,-31.818637496807014,-33.55112194971184,91.89388206610994,-34.022372614083906,-30.157358148238018,-28.80235742042464,-33.26111730255252,-33.66236500283594,-32.66111574806746,-31.14486126320776,-31.93738223900141,-23.443605224404564,38.54762840129024,-32.302365375161344,-34.204864182163874,-34.593601275680385,-34.14362181512661,-34.32363062966829,4.468878322383375,12.283880203519743,39.34263213062218,-25.979865691167333,3.2438748703698366,-24.263610131599535,-11.36737180014552,-31.969863400624718,1.042633359286242,177.61887583999805,-32.44736853356062,50.467633682591895,1.7926353023925685,-23.04486198296945,7.591381681538223,436.6826202641114,-15.742360873075995,-33.39987601022335,-33.6661267000261,267.9526303020451,976.0825751778848,-32.00738520309005,205.52012271475326,-33.278636827016044,-24.598628252459093,-31.60236411814185,-34.72737277096462,-33.83362490780087,-33.66486946168425,-5.697377145932478,-30.98985195688988,-26.44487023517172,-30.48361734168543,-16.26111778252198,-17.061120411715137,-19.288607816709373,-30.744870801266188,5.5588847639162395,2181.377759301289,36.907630274374924,2187.722575383261,80.56512942971659,-27.382362646219235,4115.631408146892,9.422641991420278,21.452626408947253,211.31763272604746,153.540126381098,1319.196375960988,1514.0050730136372,27.30387709820843,100.65762889189926,0.24602303,0.38757396,0.09535212
Pareto solution 2,71.87623879185412,72.69823557865311,71.31023109213675,100.61423622048369,414.46574614181736,71.19423791539703,72.56123166181533,70.2302416511775,72.66473593709816,71.44473722868315,105.65973571267523,119.47823767573982,72.33173641007033,125.10423733618427,77.85423513451042,70.80023644938137,76.18973839114096,72.72723387283804,70.95173951331162,70.80923246556449,71.26923143115073,83.37123740659808,71.88873437186794,71.33523560927824,111.98773518830012,79.05373735171088,70.91323763261698,70.02073532032045,71.08923096480521,70.39623718364328,120.57423728729668,70.20773491432738,71.75374070066573,72.295738988224,70.51223703893993,70.35173795882656,70.75223766073395,71.35873745111076,71.04173306792745,74.43924187019911,99.23573532047703,70.89573981346348,70.13473828709539,69.9792414461217,70.1592352339103,70.0872337116607,85.60423629069783,88.7302350395853,99.55373480864273,73.42473567992693,85.11423390810887,74.11123790375404,79.26973523990273,71.02873659614397,84.2337363018919,154.86423429596016,70.83773654653669,104.0037374329977,84.53373707913443,74.59873916677316,86.85323663257623,258.4897320656055,77.51973961073054,70.45673155230452,70.35023528351758,190.99773507899545,474.2497300596515,71.01372987872492,166.02473404764578,70.5052312327216,73.9772326589773,71.1757383127042,69.92573284800801,70.28323600040767,70.35073617528724,81.53773310158795,71.42074117363791,73.23873786945933,71.62323501971969,77.31223684695215,76.9922337917078,76.10124083327719,71.51873563945446,86.04023586196035,956.3677556234034,98.57973406614383,958.9057141132653,116.04273623273934,72.86373689790616,1730.069279275791,87.58574075652905,92.39773452353984,168.34373604859638,145.23273463762308,611.4952503728928,689.4187291939525,94.73823479924431,124.07973501582887,0.24602315,0.38757384,0.095352136
