,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,43.519,62.198,26.859,69.163,8.473,0.712,63.168,4.573,0.669,0.414,0.66,1.644,5.085,104.127,84.581,0.006,215.613,0.585,0.14322239,0.29445145,0.04217204
Pareto solution 1,46.054916748445066,74.07341877702902,21.064913049770894,84.52091903598011,-6.514083090068198,-18.155584397590246,75.5284135296829,-12.364081612803147,-18.220084686401606,-18.602586248320222,-18.23358519925023,-16.757581002970255,-11.596085940128432,136.9669098789418,107.64791356330807,-19.214583559873063,304.19590799752405,-18.34608947298875,0.14322247,0.29445142,0.04217206
