,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.792,21.82,147.583,12.996,10.59,13.652,11.77,689.239,28.386,12.566,946.213,14.583,1.672,6179.5,1278.133,51.658,11.39,93.682,129.541,111.051,17.394,15.029,12.425,4.144,1471.596,12.948,2.577,10.665,373.759,1.63,38.51,79.928,14.34,21.158,58.309,16.891,14.247,2.591,10.533,16.242,348.524,703.943,0.17716901,0.6371793,0.112888426
Pareto solution 1,-152.25484021244665,-122.2128235105738,66.43165068850794,-135.4488481549306,-139.0578359049432,-134.46485958570702,-137.2878454495294,878.9156690924101,-112.36387484241459,-136.09380565697575,1264.3766824816958,-133.0683453342608,-152.4348466506417,9114.306965969561,1762.2567725569825,-77.45588517034048,-137.85782212504455,-14.419827776120655,39.36867205646922,11.633663560221976,-128.85181764196386,-132.399375317229,-136.30534309179166,-148.72683641771073,2052.451046876784,-135.52082741708728,-151.07738187745053,-138.94535009444735,405.69565966129903,-152.49785036108005,-97.17779502164558,-35.05083279432438,-133.43284598651007,-123.20587505572075,-67.47938458701537,-129.60634681433658,-133.57231673496426,-151.0563417854355,-139.14333677748073,-130.57984447895433,367.8431353389833,900.9716886529059,0.17716905,0.63717914,0.112888426
Pareto solution 2,1.792000242483482,21.820011377065384,147.5829941764532,12.995994947494182,10.590000685702307,13.651989755426712,11.769994322644834,689.2390064457213,28.38597715583819,12.566020851013946,946.2130153719118,14.582999256390849,1.6719959503534483,6179.499832175286,1278.1330705652026,51.657972699004404,11.39001230075155,93.68200853336748,129.5410059933106,111.05100154337083,17.39401528947201,15.028979267745399,12.424998322920146,4.144002772307431,1471.5959152548367,12.948006344272926,2.5769748942643673,10.664996082933158,373.75900015831394,1.6299959051780206,38.51002794123406,79.9280064021234,14.339996393107867,21.15797701363408,58.30897308788781,16.890998269673673,14.24701346568827,2.5909991938242456,10.533000104010625,16.24199739814503,348.52398424699305,703.9430146291515,0.17716905,0.63717914,0.112888426
Pareto solution 3,78.81542046994855,93.83642882088498,188.15866592042585,87.21841649870657,85.41391898102506,87.71041442599358,86.29891420873196,594.4006751223769,98.76090315496458,86.89593410500879,787.1311818170198,88.40867155171668,78.72541725085102,4712.096265278149,1036.0712195693127,116.21490163367685,86.0139295136496,147.73292668811155,174.62717296173128,160.75967053494526,90.51693175518994,88.74315656023259,86.79016903027605,80.57942236731651,1181.168349443863,87.18242322495303,79.40415328012182,85.47016917162341,357.7906704068214,78.69391903830706,106.35393942267388,137.4174260003473,88.22641758291684,93.3399030483115,121.2031519253394,90.1396708116788,88.15667856601453,79.41466968345412,85.3711685447563,89.65291833669471,338.86440870099796,605.4286776172744,0.17716904,0.6371792,0.112888426
