,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,40.033,40.401,15.853,481.682,2.222,6.95,6.881,16.652,20.622,12555.579,13.076,6.311,6.738,15.223,0.15909293,0.25091264,0.039918426
Pareto solution 1,-186.17703392737985,-185.71701627130187,-216.40199462712098,365.88424284851544,-233.4408109164542,-227.5306884623751,-227.61703780997868,-215.40320890202474,-210.4408044509919,15458.25530863338,-219.87325520727518,-228.32963300999927,-227.79575082788142,-217.1894987565238,0.15909292,0.25091267,0.039918426
Pareto solution 2,492.4530289596114,492.6370360220426,480.36301586858826,713.2775180616245,473.5475037584183,475.91155274004996,475.87702740657187,480.76253015862676,482.7475207501666,6750.225951578352,478.9745116365266,475.59198932656363,475.80552779384743,480.04801421682714,0.15909293,0.25091264,0.039918426
