,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,230.897,127.613,41.559,90.792,1082.453,20.16,12.201,9.969,19.049,6.189,131.5,12.981,115.723,303.137,98.16,14.196,590.221,49.196,20.245,13.132,11.713,12.765,7.817,13.171,14.864,121.373,17.878,52.305,69.526,9.912,8.991,12.016,17.04,50.742,20.286,9.901,10.926,84.661,33.39,3389.232,84.0,10.274,10.119,41.969,135.574,34.597,11.39,153.411,11.555,12.195,86.536,10.905,8.151,8.801,12.315,2.076,1.734,111.45,107.832,101.735,2.368,82.123,95.589,3.699,2.597,125.125,139.806,3.032,2.093,14.664,2.622,2.768,10.789,2.326,10.295,154.72,1.71,2.462,2.774,7.401,24.828,3.148,2.381,1.664,1.612,2.424,1.883,35.107,175.703,181.051,7.613,1.633,14.203,1639.214,2.31,2.58,0.32119015,0.42598382,0.1368218
Pareto solution 1,171.07776032614038,119.43576067623417,76.40876011517867,101.02526062343554,596.8557452054374,65.70925785936743,61.72975770229459,60.613761833556964,65.15376272565618,58.72376455581707,121.37926120697227,62.119761767584805,113.49076073870214,207.19776130120954,104.70926320416572,62.727259210017564,350.7397744044574,80.22725952265728,65.75176130347563,62.195258013302464,61.485761138424095,62.01176150250376,59.537763663798614,62.21475924713195,63.06125943000552,116.3157616472742,64.56826048429639,81.7817607889574,90.39226219780289,60.585265239717046,60.12476169661022,61.63726007893365,64.1492622095061,81.00026275586788,65.77226365756815,60.5797590782704,61.092261985627374,97.95976265520653,72.3242601093425,1750.2451282268448,97.62926046719645,60.766261894329546,60.68876340808583,76.61376304480427,123.41626342580571,72.92776190413724,61.32426277316972,132.33475948357136,61.40676097178584,61.726760230448235,98.89726319775355,61.08176200075104,59.70476230155691,60.02976127259171,61.786762667859875,56.667257422564944,56.496260192697264,111.35425948994676,109.5452613125918,106.49676122544633,56.8132619795133,96.69076174885777,103.42375927195167,57.478759618831646,56.92776069288993,118.19176127621881,125.53226065845251,57.14525701450384,56.67576105585795,62.961262238085965,56.94026291829232,57.013262252295135,61.023761803865455,56.792262009760634,60.77676187920588,132.9892609945889,56.48425852742639,56.86026163139104,57.01625972414149,59.32976031785529,68.04325786270238,57.20326310033215,56.819757483337526,56.461262206090396,56.43526252396532,56.84126390216443,56.57076120709462,73.18276195748695,143.4807613766925,146.15475948817948,59.43576128688164,56.44576250884165,62.73076313093816,875.2362438471173,56.784258936599144,56.919262948539654,0.32118988,0.4259833,0.13682152
