,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,14.435,22.013,8.241,26.224,3.651,11.787,1.618,13.432,2.778,29.685,0.289,1.843,0.371,58.52,0.49,0.186,2.401,226.922,326.697,0.371,0.678,0.339,68.987,1.805,0.1503061,0.26564643,0.03992828
Pareto solution 1,19.407114594922035,25.09061456094632,14.761614685992129,28.24886475909598,11.319115575178927,17.421113510029727,9.794364081128435,18.654863424800936,10.66436316322492,30.844613462206325,8.797615814417668,9.963113117127563,8.8591129063023,52.470863821755074,8.948366014768226,8.72036421256621,10.381614082193067,178.77236353249555,253.6036069519032,8.8591129063023,9.089365882732324,8.835115600195252,60.32111470189503,9.934614318632782,0.150306,0.2656464,0.039928246
Pareto solution 2,24.379228523701045,28.16822840593187,21.28222801370225,30.273728347794247,18.987228796730847,23.05522761020211,17.97072761045979,23.877727743620312,18.5507275692363,32.00422757831984,17.306229146460737,18.08322753850473,17.347226827242366,46.42172781801901,17.406729280027776,17.254728078559765,18.362228181881733,130.62272762517932,180.51022323811776,17.347226827242366,17.500729001766445,17.331228623171,51.65522821454158,18.064228529745606,0.15030603,0.26564637,0.03992825
