,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,5.727,136.965,7.573,3.329,2.303,18.831,5.782,119.488,153.114,14670.7,57.161,18.996,16.018,14598.791,147.91,89.913,183.697,45.204,1135.838,36.637,0.16855058,0.2633351,0.044385284
Pareto solution 1,789.212883591259,854.8318651410955,790.1358407850057,788.0138319793041,787.5008252879052,795.7648789951636,789.2403695735848,846.0934020793211,862.906376034065,8121.699916724232,814.929886288548,795.8473369421408,794.3583504527924,8085.744872950716,860.304369707228,831.3058786093898,878.1978741586499,808.95132774995,1354.2683761809094,804.6678680788027,0.16855055,0.26333508,0.044385273
