,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,4.556,20.634,0.422,1.53,0.279,0.076,0.13,1.422,11.913,0.589,0.711,0.336,83.051,0.059,0.674,90.764,0.879,9.891,0.555,0.868,2.262,36.744,0.502,0.665,24.054,0.493,32.298,0.282,5.928,0.318,4.939,3.572,0.283,0.882,1.338,29.695,0.34,0.781,23.395,1.782,26.964,50.494,0.689,1.834,11.417,0.849,79.528,0.553,20.281,75.076,57.598,2.109,5.115,0.362,19.217,17.896,17.166,0.586,18.664,3.207,46.197,7.847,23.923,0.25,0.253,0.298,0.779,0.637,0.212,2.691,9.578,4.584,0.1680903,0.30743167,0.05167628
Pareto solution 1,8.574846424858606,16.61384688997748,6.507846666638898,7.061846196223655,6.436346555973728,6.334846288586846,6.36184674506228,7.00784654497636,12.253346426858556,6.591346209140966,6.652346422666483,6.464846547146408,47.82234658692096,6.326346191611378,6.633846063166516,51.67884449597159,6.73634623063549,11.24234627100762,6.574346646041818,6.730846464758088,7.427846531099078,24.668845756409837,6.547846455033323,6.629346197371206,18.323846991190067,6.543346589238013,22.4458464449408,6.437846090670973,9.260846328593004,6.455846184704001,8.766346531558838,8.082846693455565,6.438346356137913,6.737846396184523,6.965846325565963,21.144346217203292,6.466846347310593,6.687346710650445,17.994346794421745,7.18784622360306,19.778846706545778,31.543845818392356,6.6413462600598905,7.213846149144615,12.00534628785401,6.721346467700528,46.06084942349935,6.573346115107938,16.43734654621221,43.83484347241438,35.09584544868949,7.351346604597552,8.85434625528211,6.4778458790653985,15.905345764711171,15.244846467329069,14.879846505674578,6.58984667444372,15.628846265385732,7.900346318345953,29.395346317834765,10.220346504545404,18.258346281017452,6.421846427653918,6.42334659320295,6.445846553031288,6.686346810568352,6.615346334518335,6.402846433538798,7.642346232242801,11.08584645229135,8.588846287711476,0.16809028,0.30743152,0.05167625
