,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,319.827,15.764,114.93,8698.687,3.057,65.95,18.929,262.383,95.646,66.018,4651.502,11.492,856.216,766.516,33.554,433.908,89.444,0.257,6.911,0.245,38.916,2.788,0.15465981,0.29523242,0.04566059
Pareto solution 1,319.8270060797513,15.764029565736564,114.92998874676414,8698.686488623236,3.0570197634206124,65.95002232614388,18.929021042542445,262.3829886633457,95.64598228719842,66.01797954563335,4651.501937830246,11.492021190935702,856.215999862372,766.5159914080273,33.55402655768739,433.9079935071204,89.4440509537817,0.25705817068410397,6.911012905768075,0.24499790728623339,38.916040356009034,2.788058153966631,0.1546598,0.29523242,0.045660585
