,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.905,51.638,9.135,2.177,46.924,3.119,1604.199,22.434,11.864,40.011,3.811,3.898,2.045,4.223,1617.319,13.461,177.39,23.292,1618.378,157.062,3.012,1690.698,3.669,35.642,1.88,3.448,66.914,3.438,1.76,2.007,41.021,1743.512,3.225,1.648,46.204,13.342,1.911,5.196,15.164,3.227,3.026,86.272,2.077,3.274,1776.897,2.125,18.628,3.684,0.18982726,0.2779187,0.052756544
Pareto solution 1,60.216181544811434,96.01593137881355,64.13867654940736,58.92017623607717,92.48042793265085,59.626679775364664,1260.4366601671209,74.11293089786227,66.18542432393224,87.29567761929252,60.14567945725071,60.21092278589049,58.82118290746553,60.45468208920897,1270.276645636346,67.38318580484088,190.32992899698837,74.75641714626681,1271.0709449216574,175.08392761417178,59.54642396640338,1325.310964844968,60.03917886736008,84.0189234921686,58.697437672787146,59.87342891288131,107.47292701248989,59.86592982054822,58.60741997347941,58.79267737075929,88.05318397228552,1364.9214973061935,59.70617995683051,58.52342482953395,91.94041567968225,67.29393190197447,58.72067628162654,61.184426279572335,68.66043317156004,59.70767895840254,59.55692718858995,121.99142913338733,58.845171017090934,59.74293408665585,1389.9601987254719,58.88118177283968,71.25843775308022,60.050431590332664,0.18982725,0.27791858,0.052756518
