,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,30.809,130.932,21.203,143.229,95.204,70.771,43.299,7.665,4.898,13.542,12.229,5.795,1.924,0.98,0.14308289,0.31342673,0.044846002
Pareto solution 1,25.410642948666464,175.5951546440756,11.00164034037607,194.0406618826819,122.00314757787237,85.3536520951775,44.14564322206127,-9.305355083849463,-13.455860777986345,-0.48985548713108074,-2.4593547547488015,-12.110361111108432,-17.916854702832097,-19.332860509131933,0.14308289,0.31342658,0.04484598
Pareto solution 2,30.80899971327102,130.93200786206557,21.202998091695804,143.22901128038257,95.20400268212325,70.7710054590899,43.29899976358855,7.665000907642025,4.89799734612086,13.542000638787613,12.229001127042466,5.794997124039469,1.9240009270835117,0.9799975253571347,0.14308287,0.31342664,0.044845983
