,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.225,2.056,0.151,38.229,0.435,0.17,0.486,0.242,0.126,38.34,0.749,5.874,2.244,10.522,0.341,0.388,39.289,2.804,7.511,0.257,0.118,0.046,11.652,0.002,1.569,0.139,0.064,0.176,14.995,39.654,0.0,0.005,5.038,15.547,0.32,0.007,0.241,8.157,0.28,0.027,0.069,8.32,0.042,0.072,0.603,0.025,0.466,16.228,0.101,0.083,0.449,0.469,0.17496029,0.29671484,0.051913314
Pareto solution 1,2.76060551336019,3.6761056023328678,2.7236055602169387,21.762605443384814,2.8656056535339047,2.7331057210360825,2.8911056447141874,2.769105615695139,2.7111055397697754,21.81810592579268,3.0226056766400973,5.585105663894046,3.770105572917288,7.909105717382616,2.8186055892855535,2.842105621409729,22.292605805025232,4.050105604570582,6.403605705524896,2.7766056595458934,2.7071056216575613,2.6711055690862224,8.474105915197896,2.6491055457321977,3.4326056524930095,2.717605525136335,2.6801056217071277,2.7361057385763843,10.145605529045866,22.475105661399425,2.6481056451602853,2.650605712414631,5.167105674165388,10.421605563630806,2.8081056858067797,2.6516056129865433,2.768605665409183,6.726605488533622,2.7881057794211443,2.661605566179361,2.682605531049191,6.808105438670879,2.669105452117833,2.684105697731624,2.949605670925507,2.6606056656074486,2.8811056915213697,10.762106133244515,2.698605519322612,2.6896057825262716,2.8726055891864206,2.8826055423792383,0.17496026,0.29671478,0.051913295
