,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.28,0.329,0.001,0.755,0.005,0.0,0.178,82.864,0.952,0.882,0.0,7.174,0.0,0.679,4.721,0.287,0.0,0.255,80.283,0.357,0.19,0.0,5.962,0.002,0.291,78.907,0.365,0.0,1.619,10.835,0.505,0.0,11.57,16.871,21.693,22.902,48.189,364.044,13.523,164.7,11.985,187.803,56.362,14.765,13.655,11.974,14.559,13.027,15.617,101.799,77.26,95.597,21.369,872.986,122.935,14.556,352.861,453.048,242.377,223.059,187.268,13.654,13.779,17.758,53.996,14.912,90.378,13.459,1716.833,17.381,125.379,58.42,0.16537596,0.3781436,0.06253586
Pareto solution 1,22.432154026072453,21.71890996728598,21.47290959668885,22.038406012590713,21.47590598430986,21.472155920151863,21.605657855252275,83.62015543115095,22.186156272407743,22.133656246506575,21.472155920151863,26.852652717707542,21.472155920151863,21.9814074798594,25.012903866217812,21.687408207123667,21.472155920151863,21.66340395834493,81.68440455012855,21.739908233024835,21.614657485844987,21.472155920151863,25.943652518478984,21.47365716705019,21.690404594744678,80.65240471079568,21.74590798675331,21.472155920151863,22.6864125630766,29.598403636183207,21.850901932379998,21.472155920151863,30.149655216611677,34.12540973269461,37.74190565997105,38.648656169629135,57.6139064915933,294.5051784682578,31.61441073696369,144.99715305859445,30.46090879710391,162.32440082782057,63.74365721034678,32.545906959586205,31.7134040565511,30.45265411994012,32.39140326950371,31.242408559582145,33.184905156371315,97.82140875735558,79.4171581981236,93.16990689866753,37.49890778317058,676.2116844723287,113.67340361798188,32.389158813798076,286.11789610487585,361.25814186558955,203.25490482105306,188.76641549313445,161.92316402606332,31.712654741568144,31.80640372858568,34.79065488934248,61.969155026421106,32.65615919475567,89.25565547380228,31.566405728649443,1309.0968387798766,34.507906681391546,115.50640470922639,65.28715535490869,0.16537595,0.37814355,0.062535845
