,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.361,0.044,0.446,0.582,0.447,0.0,0.111,0.054,0.151,0.474,0.231,43.027,29.251,0.31,0.66,1.318,5.019,0.007,0.17153816,0.27819157,0.04772047
Pareto solution 1,2.471972401960784,2.313472503186972,2.5144725033914597,2.5824722905045974,2.514972510603627,2.291472356386123,2.3469724747986334,2.318472404774127,2.3669724222162927,2.5284723642631093,2.406972487586131,23.804971107748315,16.916972709364927,2.4464723752092823,2.6214725119846207,2.950472312089744,4.800972464886918,2.2949724068712953,0.17153813,0.2781916,0.047720466
