,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.013,0.023,0.0,0.018,0.055,0.156,0.006,1434.582,32.769,320.183,28.842,16.899,651.761,595.513,24.055,24.219,6.676,59.691,65.608,9.051,0.17804949,0.40549323,0.07219786
Pareto solution 1,-54.50203857931774,-54.50203857931774,-54.50054854685368,-54.50203857931774,-54.50203857931774,-54.49905851438962,-54.50203857931774,-54.50203857931774,-54.50203857931774,-54.50203857931774,-54.48254544872907,-54.46753994532628,-54.50203857931774,-54.47506022682137,-54.419543370189785,-54.26805089307891,-54.49306332494598,2097.3710119138123,-5.34854088344764,425.7724825717669,-11.239033634243242,-29.153544946415423,923.1394641246006,838.7674451644998,-18.41955266793957,-18.17353954322607,-44.48803875237354,35.03445919591286,43.909951511757754,-40.925546428738016,0.17804927,0.40549332,0.07219779
Pareto solution 2,54.50204887517066,54.50204887517066,54.50254847429096,54.50204887517066,54.50204887517066,54.503048073411264,54.50204887517066,54.50204887517066,54.50204887517066,54.50204887517066,54.50854804618302,54.51354841983448,54.50204887517066,54.51104604178454,54.52954873902945,54.580047692215885,54.50504646989248,771.793045254788,70.88655102875964,214.5935559255322,68.92305198434497,62.95154967443705,380.38255269810907,352.2585580646046,66.52954710059566,66.61155147550016,57.84005027830153,84.34755032480507,87.30604922423618,59.027549180329515,0.17804937,0.40549308,0.07219779
Pareto solution 3,5.147926458448637e-06,5.147926458448637e-06,0.0009999637186410837,5.147926458448637e-06,5.147926458448637e-06,0.0019947795108237187,5.147926458448637e-06,5.147926458448637e-06,5.147926458448637e-06,5.147926458448637e-06,0.013001298726976529,0.02300423725409928,5.147926458448637e-06,0.017992907481584552,0.055002684419832804,0.15599839956848882,0.005991572473249107,1434.5820285843001,32.769005072656,320.18301924864954,28.842009175050862,16.899002364010812,651.7610084113549,595.5130016145522,24.054997216328047,24.219005966137047,6.676005762963996,59.691004760358965,65.60800036799696,9.05100137579575,0.17804931,0.4054932,0.07219779
