,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,27.336,4.797,101.858,3.583,3.084,3.986,11.96,3.873,4.653,92.097,81.74,3.515,5.234,59.011,0.15929909,0.27155775,0.0432589
Pareto solution 1,27.33600043058823,4.796998690306054,101.85800184911295,3.582999484894117,3.083999047403495,3.986001919157843,11.960001452911456,3.8729982142742756,4.653000341098959,92.09700119801391,81.73999974634762,3.5149992636288516,5.233999084215611,59.01100080409742,0.1592991,0.27155775,0.043258905
