,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.957,312.292,1234.382,28.038,3.024,17.043,22.198,1.601,6.654,3.363,2.762,1.762,37.421,4.664,21.508,2.841,1153.606,3.94,1.798,50.087,1.393,8.05,11.286,8.897,0.781,21.284,2.011,4.973,1.678,9.879,7.13,71.997,22.894,0.811,3.656,1.634,1.936,0.999,0.16363624,0.27104717,0.04435314
Pareto solution 1,-34.7780417347476,427.7244422155818,1810.8592061083764,1.3434592930943836,-36.177539491967764,-15.149049328496403,-7.416552289495485,-38.31204550208804,-30.732546118373648,-35.669049626698325,-36.57053659194753,-38.07054108410193,15.417953602346643,-33.7175372210404,-8.451551885440495,-36.45204184289378,1689.6952555331663,-34.803546652509795,-38.01655315327844,34.416955429099744,-38.62405274301091,-28.638546982014304,-23.784538306039394,-27.368046935611346,-39.542054600373376,-8.787543145189375,-37.697052897177855,-33.25404526094553,-38.19654477397671,-25.895052334512002,-30.018551751822088,67.28195503358597,-6.372554705079892,-39.49705669519881,-35.22954964825112,-38.26254860267818,-37.809551641525104,-39.21503744063011,0.16363624,0.27104717,0.04435314
