,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,17.506,3.413,97.149,5.094,3.311,7.855,3.691,3246.27,7.736,3192.5,42.16,50.364,0.14353856,0.2738952,0.039314523
Pareto solution 1,-251.95141832534136,-273.09084615954635,-132.48693192956853,-270.56939222723304,-273.2439326588865,-266.4279621898895,-272.67397656881076,4591.194398748368,-266.60639742775675,4510.539399076544,-214.97044900909532,-202.66431100045156,0.14353858,0.2738952,0.039314527
Pareto solution 2,17.505982864037833,3.4130250574953607,97.1489767530893,5.093994345704232,3.31097330834109,7.854956579541977,3.69094699359448,3246.2698579546413,7.7359967957609115,3192.4998581734253,42.159965366738106,50.36404553835564,0.14353858,0.2738952,0.039314527
Pareto solution 3,-117.22271773065177,-134.8389105510255,-17.668977588239613,-132.7376989407644,-134.9664796752727,-129.28650280517377,-134.49151478760814,3918.732128351505,-129.43520031599792,3851.5196286249848,-86.4052418211786,-76.15013273104796,0.14353858,0.2738952,0.039314527
