,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.236,7.671,9.991,0.545,0.745,9.33,477.214,141.153,10.9,0.351,125.635,12.773,13.995,0.711,2.205,2.449,2518.109,2572.112,2585.923,2608.915,2629.29,2658.007,0.446,0.468,216.308,0.537,1.355,7.437,4.972,0.593,1.343,4.393,200.896,1.071,18.458,1.499,3.116,210.834,0.678,1914.07,0.037,0.008,1683.847,0.721,0.124,20.265,9.407,0.167,15.465,4.301,0.044,0.651,0.158,1.404,21.728,1.903,2.292,19.197,33.376,2.61,19.811,1.464,0.20296663,0.27224246,0.055256136
Pareto solution 1,84.86537678484956,89.6916178073086,91.43162215389816,84.34713330275986,84.49713367746585,90.93585769430797,441.84887220752955,189.80312389884352,92.11338166945643,84.20163414122112,178.1646302822246,93.51814178917152,94.43461643432533,84.47162580124632,85.59211537911324,85.77512364877407,1972.5200982196402,2013.0225070883316,2023.3807781559499,2040.6247154626562,2055.906051712873,2077.4437978225815,84.27288431920647,84.2893687353851,246.16937347767498,84.34112667717818,84.95463482031914,89.51613960453506,87.66738498628365,84.38311896957634,84.94562037472383,87.23312608899028,234.61037374953833,84.74163549016271,97.78188140648308,85.06262186892059,86.27538030708592,242.06387794556633,84.44687814327199,1519.4908655757954,83.96612574041319,83.9443768880069,1346.8236193433431,84.47913483442721,84.03136929281686,99.13710714765193,90.99364329538912,84.06362598397209,95.53711918841441,87.16413252721895,83.97139017664085,84.42662568883452,84.0568681545908,84.99137169093524,100.23436649921973,85.36563043834622,85.6573799652233,98.33613158909566,108.97037389898401,85.89586613789288,98.79664055196258,85.03637180334704,0.20296662,0.2722424,0.055256117
