,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,13.808,11.443,7.924,89.422,75.586,8.403,0.17028421,0.24935964,0.04246201
Pareto solution 1,3.4965002100807396,-0.05099946039990755,-5.329501605308451,116.91750050928567,96.16349336502117,-4.610998570268748,0.17028421,0.24935964,0.04246201
Pareto solution 2,13.807999888392544,11.443000618915335,7.923998848414158,89.42199957701928,75.58599583586272,8.403000701492886,0.17028424,0.24935961,0.04246201
Pareto solution 3,18.963749727548446,17.190000658572956,14.550749075275462,75.67424911088608,65.2972470712835,14.910000337373702,0.17028424,0.24935961,0.04246201
