,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,301.889,146.7,8.514,267.294,79.872,6.648,8.618,335.867,8.453,70.107,54.486,10269.356,3.384,5.862,2920.475,2.847,5.771,166.053,3.971,18.978,3.572,7.274,2489.649,2.924,3.465,14.849,1.814,8.834,2.776,2497.331,6.186,4.24,452.122,2.905,11.311,1.717,2.134,1.817,8.337,6.176,4.243,2.133,1.79,1.822,6.041,1.8,3.913,2483.855,426.718,34.469,2.245,37.801,2479.185,430.041,17.536,3.596,19.232,21.111,3.962,2.361,6.959,2.236,9.237,17.562,2.306,38.03,64.171,2.355,383.545,2.433,0.19328123,0.39015022,0.07540871
Pareto solution 1,321.87127685501287,205.47951951152663,101.84001032860579,295.9250221316879,155.35852337150573,100.44052484024724,101.91802676950465,347.35477435485336,101.79426798810346,148.03476102953573,136.3190218097543,7797.4715170323325,97.9925188648267,99.85101941323046,2285.810749232747,97.5897439718774,99.7827708679597,219.99425758733287,98.43278889216162,109.68802024169418,98.13351719632192,100.91002758895593,1962.6911746825062,97.64753017330986,98.05325013494621,106.59125263796341,96.81501856237446,102.0800359610821,97.53652997690915,1968.4528239308056,100.09401545921901,98.63451849377634,434.5460273991059,97.63327117465815,103.9377812336952,96.74226877615001,97.05501885002559,96.8172691828513,101.70728454805248,100.08650832199783,98.63677925218326,97.05425343630486,96.79701359855972,96.82100501008426,99.98525574536507,96.80453087371097,98.38926168938087,1958.3457131623654,415.4930132438046,121.30627059138351,97.13825632491353,123.80528556198078,1954.8433016314739,417.98525924521437,108.60654134395554,98.15152216013666,109.87853222367994,111.28775012491133,98.4260370307311,97.22526510978969,100.67377326646783,97.131504463483,102.38226286353893,108.6260315145264,97.18402401024105,123.97702716643107,143.58276507119263,97.220763868836,383.1132812986643,97.27928000123393,0.19328126,0.39014992,0.07540867
