,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,2267.506,57.004,991.481,15.305,52.641,238.137,30.694,25.496,4102.259,4131.066,33.266,161.424,12.58,111.967,37.87,38.969,833.327,14.517,47.484,216.656,304.736,31.426,273.193,38.602,151.641,36.051,22.936,165.468,486.616,655.948,237.045,169.393,0.2621433,0.29056132,0.07616871
Pareto solution 1,1383.6389807043088,278.3879732035002,745.6264729758004,257.5384667346516,276.2064599544792,368.9544676463629,265.23297580574945,262.6339773917116,2301.015303582506,2315.4189709086495,266.51896498439237,330.59795680571733,256.1759692614505,305.8694706070619,268.82097266687015,269.37046222712524,666.5494798630534,257.14447660480255,273.627967970353,358.2139720981686,402.25396719612036,265.5989650032752,386.4824688858571,269.1869618643959,325.70648359365987,267.91147111960163,261.35398074976183,332.61997049114325,493.1939697650211,577.8599674566976,368.4084724553304,334.5824726165192,0.26214316,0.29056132,0.076168664
Pareto solution 2,1825.572515313308,167.6959925674596,868.5537460574551,136.42172903264145,164.42371119929248,303.5457304002084,147.96350030237863,144.06499118668626,3201.6369229997,3223.2425465983615,149.89246874416222,246.01096797078526,134.37798282283984,208.9182386728021,153.34548409942408,154.16972227135193,749.9382487252442,135.83074766941309,160.55598471773874,287.43498707791696,353.4949797248446,148.5124840986673,329.8377322594497,153.89446789571275,238.67375048960866,151.9812356100665,142.1450077183972,249.04398849892414,489.9049834584599,616.9039801157105,302.7267337821145,251.9877378554429,0.26214325,0.2905613,0.07616868
