,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,19.736,90.663,6.174,114.729,14.813,0.25,171.34,48.909,81.804,4.441,8.742,0.281,0.16416575,0.27197915,0.04464966
Pareto solution 1,12.964125646529396,101.62287868482281,-3.9883768066954417,131.70536890979633,6.8103724709752385,-11.393374400510083,202.46911980112145,49.4303750680592,90.54912432135325,-6.154623316169506,-0.778372674597307,-11.354627199724831,0.16416574,0.27197915,0.044649657
Pareto solution 2,33.279751210760196,68.74325242607756,26.49875022947026,80.77624851606697,30.818250418245384,23.536751191944404,109.08174887259702,47.86625094951544,64.31375068068974,25.632252103387486,27.782751404602664,23.552249594551654,0.16416575,0.2719791,0.044649653
