,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,41.084,107.419,1.978,0.554,0.431,0.007,0.56,31.53,6.566,13.986,49.416,0.497,0.43,0.083,0.19207847,0.24739891,0.047520004
Pareto solution 1,46.809625441300796,129.72838231138007,-2.072873303239078,-3.8528722808999305,-4.006623877217407,-4.536624514913001,-3.845375927167595,34.86712680899882,3.662125029238098,12.937125818373943,57.224627814407086,-3.9241244898610717,-4.007874299204843,-4.441624438077895,0.19207853,0.2473989,0.047520015
