,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,1.583,0.642,3.282,2.77,1.852,0.847,0.678,7.363,11.147,3.844,3.934,2.124,16.081,6.514,6.776,17.68,1.526,12.578,3.131,22.5,25.257,47.694,0.933,28.15,33.31,2.28,3.463,4.323,14.34,8.942,3.693,2.332,2.158,5.399,1.88,19.479,32.624,1.47,37.411,0.983,104.319,0.188,0.972,2.82,72.997,1.04,11.669,292.39,130.744,6.066,1.365,129.187,7.269,9.087,0.835,4.154,0.855,0.66,446.967,4.25,1.896,3.908,0.836,0.19,118.395,2.61,121.706,0.351,121.91,0.0,0.649,0.05,0.1652568,0.25068483,0.04142737
Pareto solution 1,-4.977183354443639,-6.1534294580256415,-2.8534311230435208,-3.493429496119063,-4.640932597063909,-5.89718118997277,-6.108433490682216,2.247820044374862,6.977820014747067,-2.1509333949178995,-2.0384310584954903,-4.300931077542771,13.145318202909621,1.1865690134600584,1.5140678235565872,15.144068936480963,-5.0484311087586775,8.766568617179473,-3.0421821454928875,21.16906851149748,24.61531859767212,52.661568920349936,-5.78967978526228,28.231568334851627,34.681570918025265,-4.105931994969467,-2.6271823629451774,-1.5521802270443743,10.969070127177446,4.22156738653598,-2.339681376208773,-4.0409323007783655,-4.258432661611749,-0.20718049211382095,-4.605932410827336,17.39281892761921,33.82406901624291,-5.118431734661698,39.80781781060017,-5.727180683642075,123.44282954351718,-6.720929907215634,-5.740930014618954,-3.4309334356573515,84.29032355695767,-5.655932929327037,7.6303191965231605,358.5315733948378,156.474081578104,0.6265683145437606,-5.249681546044286,154.52782124012242,2.130318043389906,4.402817138132406,-5.912184238538401,-1.763432527753821,-5.887182621137299,-6.130931474353929,551.7527825484804,-1.643431708207089,-4.585931725138153,-2.070930905591041,-5.910930774379523,-6.718429314644737,141.0378108616643,-3.693429510404286,145.1765710996499,-6.517182171947496,145.43158136276622,-6.9559303611673045,-6.1446808053308075,-6.8934310061172255,0.1652568,0.25068483,0.04142737
Pareto solution 2,1.5829984685298086,0.6420011801764076,3.281999949534054,2.7700011497016703,1.8519990744335928,0.8470000987345543,0.6779983595389467,7.36300098484071,11.147000961138474,3.8439984361504003,3.9340000011724783,2.1240002900505033,16.080999562354492,6.514000261480817,6.77599910681414,17.680000149211565,1.5260000623338783,12.577999843084399,3.13099933431846,22.49999978388179,25.25699984015001,47.69399998424882,0.9330010197590468,28.14999961722212,33.310001658418045,2.2799995561091464,3.4629990589846784,4.323000666333371,14.340000949710827,8.941998858569605,3.692999848373802,2.3319993114620274,2.1579989214233706,5.3990005556497636,1.8799990206789516,19.479000116779176,32.624000187678135,1.4699996629834118,37.410999197820956,0.9830001996832607,104.31900817866676,0.1880008208244135,0.9720008362737076,2.819998302186889,72.99700379490696,1.039998605879191,11.669000357245324,292.39000528716224,130.74400940084843,6.065999600975829,1.3649996111334417,129.18700113046316,7.268999282680795,9.086998761218695,0.834997659882049,4.1539989271377635,0.8549988524309811,0.6599997698576772,446.9669742320275,4.249999684147099,1.8959995692302982,3.9080001234960378,0.8360002284652523,0.19000139625308066,118.39499404416006,2.6100012396454417,121.70600264003633,0.35099931315477306,121.910009634066,4.576630772135104e-07,0.6490004064481241,0.05000014444703993,0.16525678,0.25068486,0.041427374
