,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,0.065,5.326,2.45,89.345,8.064,48.362,48.362,3.3,45.155,0.004,2.151,41.266,0.455,1.399,0.041,34.343,3.059,2.47,4.448,3.855,83.476,1.835,0.0,30.021,0.054,0.732,1.986,0.499,0.003,0.0,0.994,13.652,74.549,6.938,81.248,0.003,1.318,1.919,73.82,0.001,4.134,1.557,0.535,0.579,16.744,79.711,4.934,0.0,1.282,0.249,0.803,12.803,0.0,74.966,0.0,66.473,38.837,0.077,0.871,4.943,1.257,1.967,0.1,0.094,2.014,13.959,0.16350998,0.27985433,0.045758974
Pareto solution 1,7.955657801162829,10.586157725504108,9.148157747969606,52.59566062430213,11.955157586003281,32.10415840064513,32.10415840064513,9.57315779957014,30.50065785880679,7.925157363749236,8.998658016196202,28.556157135600586,8.15065772354717,8.622657627996489,7.943658155145897,25.09465726506437,9.452657668915407,9.158157583434502,10.147157825982248,9.850657538596948,49.66115662245329,8.840657328491034,7.9231575531972,22.933657286306186,7.950157735116193,8.289158105932017,8.916157808201376,8.172657205028997,7.9246579981397645,7.9231575531972,8.420157829013476,14.749157872744007,45.197660871599965,11.392157691684446,48.547158045241986,7.9246579981397645,8.582157355118,8.88265726360737,44.83315841569356,7.923657701511388,9.990157434905456,8.701657580496715,8.19065784811147,8.212658112298016,16.29515745281645,47.77865785340737,10.390157506491391,7.9231575531972,8.564157494740243,8.047657696308363,8.324657678373342,14.324657871619571,7.9231575531972,45.4061608849438,7.9231575531972,41.159659059023625,27.341658490016698,7.961657232818936,8.358657588576818,10.39465766726201,8.551657700409123,8.906657338345951,7.973157513226397,7.970157406045985,8.93015804747506,14.90265751913575,0.16350994,0.27985433,0.045758963
