,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,3.627,3.265,1.112,6.247,0.664,17.811,5.379,25.421,23.291,101.178,28.174,4569.847,62.003,17.379,4470.363,544.146,22.667,28.183,120.487,12.597,965.579,20.074,0.17232274,0.2937523,0.050620202
Pareto solution 1,-245.6843206689373,-246.22732176625868,-249.4568909254158,-241.75434542345465,-250.12878272906528,-224.40828489203705,-243.0563951884542,-212.99334887304576,-216.18833197504864,-99.35782220558758,-208.86385050673562,6603.645824379288,-158.12034031862277,-225.0563507452025,6454.419131307746,565.0941458677389,-217.12438439745165,-208.85032351549307,-70.39434350501688,-232.22934528318,1197.2436012104445,-221.01377866920666,0.1723227,0.29375234,0.0506202
