,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,11.717,523.298,5.763,12.507,6.064,10.811,3.025,11.222,25.141,67.462,5.535,2.087,861.388,3.245,8.563,1.937,0.15692075,0.2939977,0.046134338
Pareto solution 1,-31.16715357323119,736.2043215516605,-40.09814475954772,-29.98214679316152,-39.64664875508606,-32.526157936306845,-44.20514641072077,-31.90965535883879,-11.03115439019166,52.45034419157673,-40.44015055104683,-45.612149148662866,1243.3394195970614,-43.87514716116857,-35.89814799412852,-45.8371606384826,0.15692076,0.2939977,0.046134345
Pareto solution 2,-9.725076434317998,629.7511522574059,-17.167569958110562,-8.73757136327913,-16.791323287725845,-10.857580649233569,-20.590071044578508,-10.343828501343523,7.054922305862419,59.956171268757544,-17.452574205340625,-21.762573615706515,1052.3637316458298,-20.315071380442077,-13.667572653594561,-21.9500829010467,0.15692076,0.2939977,0.046134345
Pareto solution 3,33.159077843508385,416.8448136688967,28.69357964476376,33.75157949648565,28.91932764699459,32.479573924912984,26.64007968770602,32.78782521364701,43.22707569797058,74.96782542311917,28.52257848607178,25.936577450206187,670.4123557433668,26.805080181010908,30.79357802747336,25.824072573825106,0.15692075,0.29399773,0.046134345
