,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,ParetoBestFRI,ParetoBestDRI,HV
Historical flow,9.707,96.884,1.85,184.788,10.859,36.74,135.751,53.694,17.913,7.944,0.15148972,0.27297676,0.041353174
Pareto solution 1,9.707004027256744,96.88400544749061,1.8499954096612328,184.78798055366997,10.858998335562092,36.74000082084967,135.75100292535853,53.69400022298779,17.913000636234756,7.944000073674715,0.1514897,0.27297676,0.04135317
